,0,neg,neu,pos
15,['1 Please point to the part of usmca that references soybeans 2 Would outstanding tariff issues include the gop trade war with China 3 Are you ready to back your constituents and call to end this harmful trade war20190730 23515300001'],0.084,0.728,0.188
16,['Hes got a secret plan to end the trade war  20190730 23504500001'],0.281,0.719,0.0
17,['South Koreas economy Asias fourthlargest is facing multiple headwinds including the USChina trade war Trade is complicated  20190730 23485800000'],0.178,0.822,0.0
18,['TradeWars Will Macau casinos be targeted in USChina trade war The odds are shortening for SheldonAdelson Trumps PatroninChief All their concessions along with those of three Macau and HongKong operators will expire in June 2022   pictwittercombCQKZdHxRH20190730 23482100004'],0.098,0.902,0.0
19,['EditorialTime for sincerity from US in trade talks with China tradewar  pictwittercomcaS0su9e0120190730 234728000011'],0.0,1.0,0.0
20,['VC investment in China has consistently decreased year after year Investors credit the fall to factors such as lack of innovation in new Chinese techstartups USChina tradewar worries and cash burn concerns venturecapital 23451400000'],0.127,0.744,0.129
21,['Ahead of tonights debate see where the Democratic candidates stand on foreignpolicy issues including the trade war with China climate change the US role within international institutions and its involvement in Afghanistan  pictwittercomv3vunpFi0N20190730 23450100007'],0.106,0.894,0.0
22,['THAILAND Trump tweets threaten to disrupt USChina trade talks SHANGHAI Chinese and US trade negotiators will bid to bring an end a yearlong trade war that has seen both tariffs and insults flung between the worlds two largest economies when  23430700000'],0.201,0.799,0.0
23,['Regardless what peoples say that TRUMP is a liar if what you said is true why did you start the trade war for US was doing great even without trade warDoes it sound that the world will be a better place without you in it Dont feed public with lies bro it wont last20190730 23430400000'],0.15,0.704,0.147
24,['Republicans blocked 250 million for election security measures in FY2019 But they have no problem giving farmers nearly 30 BILLION bc of the damage caused by Trumps trade war Most recipients are wealthy farmers so that may be why the GOP approves 20190730 23415700000'],0.272,0.542,0.186
25,['Pastor Dip Shit Its your president that looks up to 3 dollar dictators like Putin and Kim Jung un Its your president thats ruining an entire industry with his trade war and every white domestic terrorist name check him by acting So eat a dick with your ugly AF wife  20190730 23414500001'],0.317,0.646,0.038
26,['Neither chinabashing hawks nor pandaphile will bring the morethantrade war btn ChinaUS to an end Dumping Washingtons mentality of interventionism is only way out  20190730 23412600000'],0.205,0.795,0.0
27,['Asia stocks set to trade lower as investors await Fed rate decision Stocks in Asia were poised to trade lower on Wednesday amid dampened expectations for a resolution to the USChina trade war Meanwhile investors await the US Federal Reserves  23403700000'],0.176,0.722,0.102
28,['Trump inherited a healthy economy He does not get the credit for the economy If anything his massive borrowing and trade war will undermine this economy But you go ahead with your delusions20190730 23400300000'],0.155,0.795,0.051
29,['Its not a 500k250k cap All producers receiving payment must meet AGI thresholds Payment is only on planted acres for 2019 2018 MFP is based on grain produced where the farmer took way below cost of prod due to trade war USDA is allowed to access this wo Cong approval20190730 23390800000'],0.074,0.926,0.0
30,['Translation every US citizen adult or child is chipping in 25 so that trump can buy back the farmers votes lost due to his trade war folly  23384700000'],0.193,0.807,0.0
31,['Powell has been Trumped The Fed steps into Trumps trade war  pictwittercom4K1jQlxKg520190730 23370100000'],0.245,0.755,0.0
32,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead  20190730 23362300000'],0.193,0.693,0.114
33,['PerhapsI dont have data on that partwould that be more qualitative at this point based on speculation trade war data since we are in the midst of the crisis20190730 23355400000'],0.119,0.881,0.0
34,['Whoever has the risk incurred by the trade war gets the money except for people that dont need the money Its pretty simple If you make too much money you dont get the payment Was a breakthrough policy set by SecretarySonny who has done a great job despite tough sitch20190730 23352000000'],0.102,0.75,0.148
35,['How much did the Trump administration pay Washington farms to make up for the trade war  20190730 23343400001'],0.249,0.751,0.0
36,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 23342700000'],0.184,0.708,0.108
37,['As trade talk resume but no deal in sight realDonaldTrump lashes out at China rip off     China tradewar20190730 23315000000'],0.135,0.865,0.0
38,['When are Chinas official PMI and Aussie CPI data and how could they affect AUDUSD  AUDUSD PMI CPI EconomicIndicator TradeWar20190730 23313800001'],0.0,1.0,0.0
39,['My take is RUT had strength today due to Trump Trade war escalatory comments Trump is laying the groundwork for 10 tariff on the remaining 300B in Chinese products and RUT does well since its companies are not impacted by the China trade war Same reason IWM was up last year20190730 23300100000'],0.128,0.786,0.087
40,['PROMISES MADEPROMISES BROKEN Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story TrumpLiesEveryTimeHeSpeaks VoteBlueToEndThisNightmare DumpTrump2020 ResistTogether  20190730 23293500000'],0.234,0.696,0.07
41,['Trump flags and hats made in China are reportedly being held up at customs as trade war heats up  20190730 23292800000'],0.163,0.837,0.0
42,['Trying to dodge and weeve on the broke promises of trump Hes added 8 TRILLION to the debt Business man my ass Or lets talk about the wall the failed trade war or the many other broken promises of Donald J Trump Or should I say drumf because that was their last name20190730 23282800000'],0.284,0.639,0.077
43,['In the interim how much more money will he pledge to farmers who have been struggling to survive thanks to his trade war20190730 23275500000'],0.101,0.794,0.105
44,['Woohoothey rang a bell Anything of importance youd like to discuss today Shooting in CA Racism in the White House The GOP created humanitarian crisis Trumps trade war Election interference PutinsMitch Nothing ComplicitGOP doyourjob20190730 23265400001'],0.257,0.594,0.149
45,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 23254700000'],0.168,0.733,0.099
46,['Mr President Thank you for saving the economy by having a trade war with China and cutting my tax refund We have the best economy ever and everything is fine Its such a shame that we have a horrible poverty problem that Democrats arent fixing by demonizing illegals  20190730 23245800001'],0.279,0.589,0.132
47,['USChina trade war  no American freedom gas to worlds biggest growth market  20190730 23243600000'],0.266,0.437,0.297
48,['Yall seem to like Socialism Government money paid to farmers without receiving goods Farmers please admit that some Socialism is good Repubs and Dems agree Not to be confused with Communism which is a horse of a different color Hope trade war ends soon God bless farms20190730 23243400000'],0.063,0.584,0.353
49,['RepublicOns are in charge of the entire country and look at the mess theyve made  trade war rising prices farm subsidies deficit exploded allies insulted decades of environmental regulations wiped and the most unqualified corrupt cabinet in US history20190730 23235100000'],0.256,0.744,0.0
50,['Ive been searching for a quantitative analysis on how the USChina trade war has resulted in losses for the American LNG export industry and cant find anything Point me in the right direction20190730 23230100000'],0.176,0.824,0.0
51,['US tariffs on Chinese imports have helped Samsung which makes many smartphones in Vietnam Others are also moving to Vietnam some to India Hardly any to the US China tradewar  20190730 23224800000'],0.0,1.0,0.0
52,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 23212900000'],0.184,0.708,0.108
53,['President Trump Warns China Not to Wait For 2020 US Election to Make Trade Deal   As I said before no deal till 2020 as the Chinese know he wont win in 2020 This art of the deal wont work for him this time Agriculture Grains TradeWar20190730 23211000000'],0.134,0.866,0.0
54,['More than half of farm bailout payments meant to alleviate the effects of the USs ongoing trade war with China went to bigger wealthier farms according to a study from the Environmental Working Group The analysis of the first  23202100000'],0.119,0.809,0.072
55,['Well you are the one playing trade war They have no reason to trust anything you say or do because you tore up the iran deal and nafta for no reason There is no agreement because of your illegal tariffs20190730 23195400000'],0.255,0.596,0.15
56,['Is this anything like giving farmers money after he screwed them with his trade war20190730 23181300000'],0.152,0.616,0.232
57,['But it was passed in the house I mean cmon Your just denying facts at this point Trump added trillions to the national debt and started a useless and disastrous trade war He didnt build the wall instead he put children in concentration camps20190730 23174200000'],0.29,0.71,0.0
58,['Youve lost the trade war20190730 23161100000'],0.315,0.685,0.0
59,['Trump Kim meeting again and trade war with China heats up  via YouTube20190730 23145300000'],0.231,0.769,0.0
60,['China US negotiators meet amid low expectations Deep tensions remain and neither side appears ready to compromise   tradewar chinapictwittercompo7KdWXyn020190730 23130000000'],0.289,0.711,0.0
61,['And the Farm Aid due to a failing trade war against China20190730 23124000000'],0.419,0.581,0.0
62,['US China trade talks resume with no breakthroughs in sight as American side aims to see what can be salvaged from draft deal scuttled by Beijing TradeWar  20190730 23124000000'],0.073,0.927,0.0
63,['Our people are well fed and we can withstand the impact of the trade war20190730 23115700000'],0.0,0.877,0.123
64,['BABA Is clearly waiting for China trade war news Been choppy lately Daily sell zone is at 17825 and daily buy zone is at 16756 Have to wait for those spots to trigger positions in my book  pictwittercomTNnrs0PFNy20190730 23113900000'],0.089,0.849,0.062
65,['Black day in the stock markets for the risk of a hard Brexit and the USChina trade war  20190730 23111900000'],0.316,0.684,0.0
66,['More than 50 of federal aid meant to help American farmers cope with the negative impacts of the USChina trade war went to the largest  wealthiest farms according to ewgs analysis of Department of Agriculture data reports rashaanayesh via axios 20190730 23110600002'],0.148,0.738,0.115
67,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 23110000001'],0.168,0.733,0.099
68,['US President Donald Trump ripped into China after US negotiators arrived in Shanghai to resurrect talks ChinaUS tradewar  20190730 23100000000'],0.0,1.0,0.0
69,['The decline in employment from July 2018 to May 2019 was not only due to the effects of the trade war but also to domestic structural adjustments and cyclical factors the analysis showed20190730 23082700000'],0.069,0.931,0.0
70,['Tariffs on China working fabulously How much have we paid our farmers since the easy trade war has started20190730 23081100000'],0.157,0.726,0.117
71,['Ratfucker Mango Mussolini and Moscow Mitch shafted family farmers giving trade war bailouts to huge corporate farms instead  20190730 23081000000'],0.152,0.664,0.184
72,['Foreign Companies Continue Exodus From China as Trade War Drags On  20190730 23073000000'],0.337,0.663,0.0
73,['RT Swamy39   US China Trade war Global jewellers may shift manufacturing base to India from China  India Business News  Times of India   Swamy39  Ashwin Ashwinkiing July 30 2019  RT Ashwinkiing US China Trade war  20190730 23055700000'],0.187,0.813,0.0
74,['Its not the only problem but its not a red herring The president accepted help from Russia started a trade war with China and attacked our NATO alliance Coincidence This doesnt make corporate bribery less But its a different track Also kickbacks from Saudi Arabia etc20190730 23053300000'],0.166,0.694,0.139
75,['Highlighting an uneven distribution of the bailout which was designed to help offset effects of the USChina trade war the Environmental Working Group said the top 1 of aid recipients received an average of more than 180000 while the bottom 80 were paid less than 500020190730 23042800000'],0.102,0.811,0.087
76,['Since 2015 Canada has kowtowed to China harder than ever before China holds innocent Canadians hostage No problem China wages onesided trade war against the conservative parts of the country No problem China squelches democracy in Taiwan and HK No problem20190730 23041900000'],0.298,0.657,0.045
77,['What do you expect from a trade war20190730 23030900000'],0.0,1.0,0.0
78,['It wont be more than 25bps 50 bps would be a huge policy mistake by FOMC FOMC has to communicate theyve taken out a small insurance policy but then Powell has to tamp down expectations for further grain liquor in the punch bowl  25 bps wont offset effect of the trade war20190730 23030900000'],0.032,0.936,0.032
79,['Didnt the Trump administration just give Midwest farmers 14 billion because of his trade war with China Isnt that a giveaway20190730 23024100000'],0.163,0.837,0.0
80,['EURO trashes EU for 1000 years  recession part of EUs DNA as no mechanism within for reflation  more ECB QE  greater negative interest rates  trade war with USA keen to hit EU with tariffs WTOBrexit  39bn saved  more growth due to 100bn trade deficit in goods with EU 20190730 23023500000'],0.221,0.578,0.202
81,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 23011800000'],0.184,0.708,0.108
82,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story Unfortunately FoxNoise Propaganda Network tells trumps cult following that China is paying the tariffs and nothing will change their minds  20190730 22593700001'],0.182,0.768,0.05
83,['India benefited modestly from USChina trade war SBI report  The Economic Times  Swamy39 20190730 22583000000'],0.218,0.782,0.0
84,['Thanks 16th by percentage of revenue as was 4th in 2014 Does now include recent doles to offset losses from Trump trade war20190730 22574700000'],0.105,0.895,0.0
85,['Do we want to talk about who pays for the subsidies to farmers because of trumps trade war Because it is the tax payers20190730 22573000000'],0.138,0.816,0.046
86,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22572900000'],0.184,0.708,0.108
87,['US China Trade war Global jewellers may shift manufacturing base to India from China  India Business News  Times of India   Swamy3920190730 2256570000211'],0.157,0.843,0.0
88,['If were winning the trade war why do we have to issue 12 billion dollars in emergency aid to farmers fucked by his trade war Trumpers atent smart but China isnt on its knees Theyre pointing and laughing at Trumps impotent threats Remember NK denuking20190730 22563500000'],0.258,0.606,0.137
89,['As far as what hes done right    He pulled us out of TPP and the Paris Climate BS He declared a trade war against China resulting in the longestrunning bull market in history He did more for African Americans in 2 years than Obama did in 8 Its a rather long list20190730 22563400000'],0.075,0.925,0.0
90,['TuckFrump Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   realTuckFrumper RawStory20190730 225615000096'],0.168,0.733,0.099
91,['This tradewar is a broad accommodation of special interests Warrens plan is more like Trumps than it is anything else An appeal to domestic special interests that advances no useful policy while immiserating foreigners and stifling domestic growth is immoral20190730 22561300000'],0.042,0.617,0.341
92,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22555500009'],0.184,0.708,0.108
93,['Trump is disruptive chaotic and creates uncertainty for all Large firms and small companies Wall Street to Main Street farmers and manufacturers In a trade warthere are no winners20190730 22540600000'],0.279,0.663,0.058
94,['Data shows Trumps trade war is hurting US manufacturers 4 companies come clean about the negative impact  Business Insider Australia GOOD ONE TRUMP Youre such an economic powerhouse NOT AmericaHasBeenConned resistogether FBR impeach 20190730 225403000021'],0.226,0.636,0.139
95,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22531800000'],0.184,0.708,0.108
96,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22525100000'],0.184,0.708,0.108
97,['Trump tried to paper over his disasterous trade war he caused American farmers By issuing a 16 billion bailout paying farmers for the work they lost due to the tariffs  meaning that he is effectively borrowing money from China to pay farmers not to sell their goods to China20190730 22522200000'],0.161,0.787,0.052
98,['Subs your HUGE markets newsletter is out today Today Trump leans on the Fed  signals tradewar continuance Bonds rallying stocks stall DAX especially  Forex moves GBPUSD EURUSD USDJPY AUDUSD Copper Gold Crudeoil China long game ausbiz  pictwittercomWshSTbHQcU20190730 22505700002'],0.044,0.882,0.074
99,['USDA gave almost 100 percent of Trumps trade war bailout to white farmers  20190730 22500000000'],0.29,0.71,0.0
100,['Will they turn on him now Im betting not Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22495900000'],0.129,0.795,0.076
101,['USDA gave almost 100 percent of Trumps trade war bailout to white farmers   WHITE WELFARE IS ALIVE AND WELL AND BENEFITING RICH WHITE GUYS20190730 22494800000'],0.148,0.559,0.293
102,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  22492400000'],0.193,0.693,0.114
103,['Hong Kong Leader Sees No Room for Economic Optimism on Trade War  Bloomberg  20190730 22481100000'],0.282,0.556,0.162
104,['Corporate Conning  Fleecing Ramps Up Under Trump  Trump Family Crime Business Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22480600000'],0.213,0.72,0.066
105,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 22480100000'],0.168,0.733,0.099
106,['USDA gave almost 100 percent of Trumps trade war bailout to white farmers  20190730 22472700000'],0.29,0.71,0.0
107,['TheGopTaxCut wasnt a radical right wing legislation that was outside mainstream US Lol What about a crazy trade war right after a recession Those arent radical since they are Republican agendas Ahhhhhhhhh I see what about farmer bailouts yet saying the economy is good20190730 22472400000'],0.186,0.757,0.057
108,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22455700000'],0.184,0.708,0.108
109,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22454400000'],0.184,0.708,0.108
110,['Oh wait I see DonTheConman is trying to manipulate the Fed by making it clear that his trade war is not easily won and he is going to destroy value in the US economy and subsidize farmers for years to come Isnt the subsidies called Socialism20190730 22445900000'],0.216,0.696,0.087
111,['OIL OOTT WTI The USSino trade war has a very high impact on WTI Yesterdays price action is totally out of the blue after Trumps tweets on China The fundamental is being overridden by the technical 20190730 22444900000'],0.098,0.902,0.0
112,['More than half the federal aid meant to help American farmers cope with the negative impacts of trumps USChina trade war went to the largest and wealthiest farms  20190730 22442300001'],0.192,0.658,0.149
113,['Seriously MAGA how do you support this grifterthank you GOP SenateGOP HouseGOP for putting rich people first MoscowMitchMcTreason GOPTaxScam Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22440600001'],0.088,0.719,0.193
114,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22440300000'],0.184,0.708,0.108
115,['from Axios More than half of federal aid meant to help American farmers cope with the negative impacts of the USChina trade war went to the largest and wealthiest farms By the numbers Now isnt that lovely so GOPHers who care so much about everyday Americans not20190730 22434400000'],0.172,0.677,0.151
116,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22431800000'],0.184,0.708,0.108
117,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 22423000001'],0.168,0.733,0.099
118,['So we keep on paying 8000000000 per quarter to farmers who cant sell their soybeans via Trumps socialism And after this trade deal is done if ever what do farmers do to replace markets they lost because of Trumps multiyear trade war pictwittercomlSwI6CFAHT20190730 22420900000'],0.129,0.871,0.0
119,['Feds pay 24 million to Idaho ag operations over trade war  KIFI   Sounds like Socialism to me20190730 22413900000'],0.232,0.658,0.11
120,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22410700000'],0.184,0.708,0.108
121,['and farmers of color have received almost nothing twitlers REDpubliKKKant Fascist Nazi Party Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22404300000'],0.103,0.687,0.209
122,['Tariffs on China dont cover the cost of your trade war From tariffs on 250 billion worth of goods does not even cover the cost to bail out the farmers  other companies affected by tariffs Youve taken in 208 billion to bail out farmers 28 billion Does not balance U lied20190730 22384600000'],0.099,0.866,0.034
123,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22384000000'],0.184,0.708,0.108
124,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22383700000'],0.184,0.708,0.108
125,['News alert theres no trade war with Mexico or Canada thats been resolved Chyna needs to be put in their place and it has no effect on this car industry20190730 22370600000'],0.217,0.681,0.102
126,['News unlocks 55 Q Trump threatens worse trade deal for China if Beijing stalls until after his reelection tradewar China Trump Trump2020Landslide Maybe TradeWars with Beijing will end Qproof Qarmy QAlert WWG1WGA WeAreTheNewsNow 20190730 22363500001'],0.151,0.849,0.0
127,['It doesnt hurt to allow the Fed to help us fight China in this trade war Just dont abuse it20190730 22363500000'],0.255,0.469,0.276
128,['realDonaldTrump China Wants to Delay Trade Talks Past 2020 Election in hopes of being able to negotiate with a more malleable Democratic president Yet if reelected Trump threatened to get much tougher with Beijing USA tradewar  20190730 22362000000'],0.124,0.771,0.105
129,['News unlocks 55 Q Trump threatens worse trade deal for China if Beijing stalls until after his reelection tradewar China Trump Trump2020Landslide Maybe TradeWars with Beijing will end Qproof Qarmy QAlert WWG1WGA WeAreTheNewsNow  20190730 22352800005'],0.151,0.849,0.0
130,['News unlocks 55 Q Trump threatens worse trade deal for China if Beijing stalls until after his reelection tradewar China Trump Trump2020Landslide Maybe TradeWars with Beijing will end Qproof Qarmy QAlert WWG1WGA WeAreTheNewsNow  20190730 22350100009'],0.151,0.849,0.0
131,['Doesnt it have a Big Pharm poison pill Didnt Trump damage MI economy with the trade war when Obama helped yet now has a solution to the very problem he created Perhaps Repubs Shouldnt use MI as their pointless battleground and pass bipartisan bills to help all20190730 22340800000'],0.215,0.623,0.162
132,['AUDUSD seesaws around 6week low ahead of China PMI Aussie CPI  AUDUSD TradeWar CPI PMI Politics20190730 22333800001'],0.116,0.884,0.0
133,['No theyre not trump nice try tho at a spin job you being proven wrong by many many articles Done by many many sources from many countries n done by ppl whom actually have a education in world economics Unlike you the idiot who has us in a unwinnable trade war pictwittercomJzqaKkc9N220190730 22332700001'],0.219,0.781,0.0
134,['Trade war and US foreign policy  20190730 22324100000'],0.358,0.642,0.0
135,['The biggest and wealthiest farms are getting the bulk of federal aid intended to support American farmers contending with fallout from the USChina trade war  20190730 2232340000216'],0.115,0.71,0.175
136,['ADM Bunge fortunes change a year into trade war Analysts cut average annual profit estimates for ADM by 62 in the past three months while lifting Bunge by 18   tradewar profitspictwittercomcahaMcjZx020190730 22310000000'],0.163,0.759,0.079
137,['I thought this Trade War was supposed to be easy to win Have we got a date when that win is coming20190730 22305500000'],0.12,0.556,0.324
138,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22303200000'],0.184,0.708,0.108
139,['So you expect people to pay 1000 for a phone but when your profits fall you blame the trade war  20190730 22301000000'],0.316,0.557,0.126
140,['Still no wall paid for by Mxico Still no Middle East deal Still no sign of winning the trade war with China Still no infrastructure bill Tax breaks only for the rich Still no heath insurance replacement His greatest accomplishment is to severely divide the country20190730 22300600000'],0.271,0.56,0.169
141,['Tradewar headwinds or concerns likely carry the largest implications for the broader market while stockspecific themes may damage AAPL shares directly Where is the equity market headingpictwittercomJGuJ5dZhCL20190730 21252200000'],0.102,0.828,0.07
142,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22291800002'],0.184,0.708,0.108
143,['Or surplus agricultural product subsidies for petrochemicals corporate relief trade war farmer bailouts theres a LOOONNNGGG list of waste before you need to start making up nonexistent tax spending boondoggles like the lies youre spinning here Just saying resist20190730 22285500000'],0.193,0.692,0.114
144,['Trade war is at the root of President Trumps pursuit of rate cuts  222806000021'],0.337,0.663,0.0
145,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 22275800000'],0.168,0.733,0.099
146,['Trumps trade war has cost producers billions in lost income sent crop prices to record lows and contributed to a string of recent farm bankruptcies in the Midwest Farm groups like Tariffs Hurt the Heartland argue this is a problem that Trump himself created20190730 22271700000'],0.3,0.655,0.045
147,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report He did and then lied about it20190730 22263100000'],0.226,0.694,0.08
148,['But your political party GOP has no problem with statism when Trump tells a private company where they can place factories Nor do you have problems w federal bailouts to constituencies adversely affected by your partys foolish trade war since they vote mostly for the GOP  20190730 22262500000'],0.295,0.659,0.047
149,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  viaRawStory20190730 22243200000'],0.184,0.708,0.108
150,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22225900000'],0.184,0.708,0.108
151,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22224800000'],0.184,0.708,0.108
152,['realDonaldTrump Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report from non political group on trumps trade wars impact on small family farmers More winning pictwittercomFzjl9u2Uju20190730 22222400000'],0.176,0.682,0.141
153,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  DUH  20190730 22214500000'],0.161,0.744,0.095
154,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22202800001'],0.184,0.708,0.108
155,['Surprise Trumps tradewar bailout for farmers went to big agribusiness not small family farms and not farms owned by ppl of color via RawStory  20190730 22195200000'],0.053,0.947,0.0
156,['US Trade Durable Goods And Inventories  Economys Looking Good Other Than That Trade War  20190730 22192400000'],0.188,0.673,0.139
157,['Feds pay 24 million to Idaho ag operations over trade war  KIFI  20190730 22191500000'],0.306,0.694,0.0
158,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report on trumps trade war pictwittercom2dOW3zgqF020190730 22184000003'],0.278,0.641,0.082
159,['Your 2000 a month that was quickly eaten up by your healthcare cost increases via Trump high gas prices huge food price increases thanks to trade war and more If youre happy youre a fool Sorry but you are  22181000000'],0.127,0.733,0.139
160,['Thought the moron solved this problem Just like healthcare and Mexico paying for the wall and the national debt and the China Trade War and the opioid crisis and and and  20190730 221740000021'],0.349,0.553,0.098
161,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22165000000'],0.184,0.708,0.108
162,['I know lots of farmers This shit is true and fucked up Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   20190730 22155100000'],0.301,0.576,0.122
163,['USDA gave almost 100 percent of Trumps trade war bailout to white farmers Not only did almost all of the funds go to white operators but an overwhelming share of the funds appear to have gone to uppermiddleclass and wealthy families  20190730 22154500000'],0.075,0.801,0.124
164,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  Raw Story  20190730 22153100000'],0.168,0.733,0.099
165,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22144000001'],0.184,0.708,0.108
166,['The Fed is about to cut rates for the first time since 2008 as trade war weighs on economic growth  22141000000'],0.226,0.677,0.098
167,['Trump shafted Family Farmers to give trade War bailouts to huge corporate Farms insteadreport  20190730 22140500000'],0.193,0.693,0.114
168,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report   mustread feedly20190730 22135200000'],0.176,0.721,0.104
169,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22132100002'],0.184,0.708,0.108
170,['I eat no food from China Rent would not be raised because of China This trade war will eventually get resolved Please educate yourself because you sound like a foolish ignorant child We are losing hundreds of billions of dollars every year with China20190730 22131200000'],0.233,0.65,0.117
171,['TRUMP CARD IN THE USCHINA TRADE WAR   realdonaldtrump TradeWars China TheDailyShow20190730 22125500000'],0.296,0.704,0.0
172,['Data shows Trumps trade war is hurting US manufacturers Heres what 4 companies had to say about the negative impact   pictwittercomlZTNTjxjqN20190730 22121800000'],0.364,0.636,0.0
173,['Trump shafted family farmers to give trade war bailouts to huge corporate farms instead report  20190730 22121000000'],0.184,0.708,0.108
174,['SenateGOP China stopped buying our farmers soybeans because of Trumps trade war Russia steps in  20190730 22113500000'],0.279,0.721,0.0
175,['In the end the trade war feels like part of a plan to bankrupt the last of the family farmers and transfer their land to the corporate farmers20190730 22112200001'],0.214,0.714,0.071
