,0,neg,neu,pos
17,['Wardlow is a suburbanite Hes never worked a day on a farm his entire life doesnt understand ag issues and supports Trumps disastrous trade war that is killing commodity prices and hurting small family farmers20181030 23492600000'],0.328,0.617,0.055
18,['California Cheese Makers Hit Hard by USMexico Trade War  pictwittercom5Zn88ZWBkU20181030 23481200000'],0.371,0.629,0.0
19,['Vietnam is Winning the USChina Trade War On the twoandahalfhour drive between Hanoi and the karst peaks of Halong Bay tourists barely see the countryside Industrial sprawl lines the road for most of the trip which comprises just one segment of  pictwittercomdW4FeuI6WH20181030 23480500000'],0.081,0.849,0.07
20,['California Cheese Makers Hit Hard by USMexico Trade War  23480400001'],0.398,0.602,0.0
21,['maddow trade war rages on take a look at my latest article published on TheNLJ  20181030 23471200000'],0.333,0.667,0.0
22,['Twelve US execs explain how Trumps trade war affects the market and he never takes the blame   via YahooFinance20181030 23452600000'],0.163,0.752,0.085
23,['All this for nothing  Trumps China Trade War Not Bringing Jobs Back To US via forbes 20181030 23452500000'],0.187,0.813,0.0
24,['Worlds Biggest Derivatives Exchange Is Getting a Boost From Trade War  20181030 23443200000'],0.235,0.602,0.163
25,['US planning tariffs on remaining 257 billion in Chinese goods report China TradeWar  20181030 23434000000'],0.0,1.0,0.0
26,['American dairy farmers try to squeeze another 1 billion of Welfaretax payers money From Trump TradeWar tariffs Economy Midterms2018 GOPComplicit FBRParty TrumpTrain QArmyTrain HealthCare Collusion Vote 20181030 23420100000'],0.0,1.0,0.0
27,['a truly potent weapon It highlights a potent weapon that China could use if the trade war persists slashing the 60 billion that Chinese consumers spend each year on American services such as travel and tourism  20181030 23404100000'],0.23,0.706,0.064
28,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercomQqw8IFdLl520181030 23402900000'],0.187,0.813,0.0
29,['Or continue the trade war have no plan and reality will hit the market and the fall will continue MidTermUpset20181030 23401400000'],0.243,0.757,0.0
30,['Janet Yellen just mentioned that a US China trade war keeps her up at night Could this be keeping your clients up too Be prepared with our global risk model Find out more at our booth tomorrow SchwabIMPACTpictwittercomzshw34e8VZ20181030 23374000002'],0.14,0.816,0.044
31,['Just a thought but if the news is fake prove it If you arent bought and paid for buy Russia make public your tax records If you arent trying to start a 3rd world war get our battleships out of Chinese waters and stop this ridiculous trade war Just a few thoughts20181030 23371000000'],0.345,0.655,0.0
32,['Claims he can executive action the 14th amendment Besides a Trade War a Tax cut for Billionaires and a massive debt what else has this pretend President and corrupt Congress produced20181030 23362900000'],0.286,0.714,0.0
33,['You honestly cant be this dumb How do you protect their industryby PAYING THEM The farmers need MARKETS not handouts Wasting BILLIONS to fight a trade war makes NO SENSE if at the end you are spending money to keep said industry afloat20181030 23353100000'],0.233,0.63,0.137
34,['Chinese Yuan Hit its Lowest Point Versus the US Dollar a        B   AllTimeLow TradeWar UsDollar YaunpictwittercomzQwEnGGvYR20181030 23323800000'],0.157,0.843,0.0
35,['So what He has driven all our allies away embraced dictators started a trade war divided the country with racist homophobic dog whistles and spent much more than he saved on golf trips20181030 23323200000'],0.193,0.732,0.075
36,['Hahaha now trade war between R n D 20181030 23304600000'],0.394,0.606,0.0
37,['Are you armed to fight this tradewar Check out my newest article  20181030 23303500002'],0.167,0.833,0.0
38,['Anyone check on the US Dairy Farmers lately GOP realDonaldTrump Trumps Aid Package isnt enough to offset their losses from his Tariffs  Trade war Im sure Trump add to the DEFICIT by giving out more subsidys to hide his LIES WhiteHouse ModFarm FarmersWeekly MAGA20181030 23273300002'],0.267,0.653,0.081
39,['What a joke Your policies mean 401ks are down the markets are correcting we have a trillion dollar deficit and were spending billions to bail out farmers from your self inflicted trade war debacle But hey uneducated racist people like you so you have that going for you20181030 23264600000'],0.173,0.741,0.086
40,['Mark was hard on Trump but didnt want its her turn to win so he held his nose and supported trump Since then he has been impressed As for the deficit thank the rinos and the dems for lack of spending Trade war is temporary to establish no tariffs wages are rising and20181030 23252400000'],0.224,0.573,0.203
41,['Investors are zeroing in on a Chinese sector entirely not affected by the trade war  20181030 23251800000'],0.199,0.713,0.088
42,['Trumps China Trade War Not Bringing Jobs Back To US AMERICANS ARE SCREWED AGAIN BY TRUMP  20181030 23220400000'],0.329,0.671,0.0
43,['Chinese economists blame China model for US trade war via FT 20181030 23214500000'],0.364,0.636,0.0
44,['Its going down because of the trade war uncertainties read any business news Nobody except Trump is talking about Venezuela which is interesting because he has a lot in common with that dictator down south anyway if you want your stocks to go up vote Dems and wait20181030 23204100000'],0.116,0.81,0.074
45,['SOSi Report on Cybersecurity Threats of Chinas Internet of Things IoT   tariff TradeWar technology China IoT Security CyberSecurity InternetOfThingspictwittercomAInaEza4TQ20181030 231925000021'],0.121,0.776,0.103
46,['For the next week Democrats should flood social media with facts about the destruction caused by Trump  the Republicans Tax cuts for rich increased health ins costs trade war worldwide decline in Americas leadership debt ballon climate change EPA caused pollution etc20181030 23191400001'],0.224,0.673,0.104
47,['Oil prices down on supply jump trade war oilgas wapol auspol 23190800000'],0.262,0.738,0.0
48,['China should speak in US own terms former JapanUS trade war official  via SCMPNews20181030 23185900001'],0.218,0.782,0.0
49,['Twelve executives explain how Trumps trade war and USChina tariffs are hurting their companies  23171500000'],0.337,0.663,0.0
50,['Howevervolatility may extend as investor sentiment could become increasingly sensitive to any US political headlines or discussions on the USChina trade warThe higher US 10 year bond yield above 31 could also act as catalyst to higher sensitivity in share pricesJonoChanCMC20181030 23171400000'],0.0,0.911,0.089
51,['Daily Outlook  Oil prices down more than 1 pct on rising supply trade war USD at 16month high as strong US data supports FX Commodities Niikei Kospi Hangseng  pictwittercom0yNsk3oIlp20181030 23165400000'],0.109,0.728,0.162
52,['On tariffs Smucker says he supports Trumps view that weve been in a trade war for a long long time  weve just been on the losing end of it King says she supports holding countries accountable but thinks Trump is using a bulldozer when we need a hammer and nail20181030 23153500000'],0.084,0.847,0.069
53,['Next tarrifs Smucker were protecting American companies Weve been in a trade war for a long time now blaming Canada for the dairy market20181030 23141000000'],0.253,0.747,0.0
54,['USChina trade war meanwhile  20181030 23123000000'],0.438,0.562,0.0
55,['Hong Kong HANG SENG INDEX HSI USChina trade war back in the spotlight  pictwittercomlWAtEdFLoD20181030 23120800000'],0.218,0.782,0.0
56,['Gold Prices Inch Up as Trade War Fears Spark SafeHaven Demand By      economysquare financial economy news forexpictwittercomYsPv4l3cfZ20181030 23120500000'],0.34,0.581,0.079
57,['FYI Chinese Currency at Decade Low After Disastrous Trade War  pictwittercomqzDUIGqcqq20181030 23112300000'],0.524,0.476,0.0
58,['In Asia Now Investors are zeroing in on a Chinese sector entirely not affected by the trade war  23111100000'],0.18,0.74,0.08
59,['Global stocks tumble on trade war fears   23102100000'],0.528,0.472,0.0
60,['Oil prices down more than 1 on rising supply trade war   23100700000'],0.281,0.719,0.0
61,['via WestJournalism Chinese Currency at Decade Low After Disastrous Trade War  pictwittercomskLXSJS3eL20181030 23100100000'],0.497,0.503,0.0
62,['Oil prices down more than one percent on rising supply trade war  23093500000'],0.245,0.755,0.0
63,['US law enforcements growing focus on China  specifically the Ministry of State Security  coincides with an ongoing trade war between the world powers20181030 23084500000'],0.134,0.724,0.141
64,['UPDATE 12Oil prices down more than 1 pct on rising supply trade war  Reuters UPDATE 12Oil prices down more than 1 pct on rising supply trade war  Trump expects great deal with China but more tariffs if not  IEAs B   bigdata finance bitcoin20181030 23072900000'],0.108,0.836,0.056
65,['No realDonaldTrump This is your fault due to trade War It impacts investors the poor and blue class working families seeking to buy cheaper goods Youre an in articulate fear MONGER bent on destroying American democracy with you as dictator nprpolitics 20181030 23065100000'],0.303,0.697,0.0
66,['The USChina trade war makes my local news story on the 2018 election This hog farmer is NOT pleased ncpolpictwittercomt48IpNsk7w20181030 23055300005'],0.249,0.751,0.0
67,['Chinese Currency at Decade Low After Disastrous Trade War  via Western JournalpictwittercomOvOqUMCUNS20181030 23040800000'],0.497,0.503,0.0
68,['Trumps next set of China tariffs could hit consumers harder by business tradewar China20181030 23033300001'],0.0,1.0,0.0
69,['Dollar Surges Amid Trade War Tension   pictwittercomONkei4Oykw20181030 23025900000'],0.508,0.492,0.0
70,['Oil prices down more than 1 percent on rising supply trade war   20181030 23014600000'],0.245,0.755,0.0
71,['Vietnam to navigate rough trade war waters  Retail News Asia  20181030 23010000000'],0.262,0.738,0.0
72,['Gold Price Drops as Trade War Tensions Increase Demand for Dollar   pictwittercomWOHnd3WSwy20181030 23003700000'],0.418,0.464,0.119
73,['On Tariffs JG Farmers want to have an opportunity to make an honest living We need action but it should not be a trade war It should be fixed through diplomacy These are self inflicted wounds on our farmers20181030 230024000033'],0.0,0.788,0.212
74,['Must have nothing to do with the trade war domestic terror or antiSemitic mass shootings20181030 22582200000'],0.343,0.657,0.0
75,['Oil prices down on supply jump trade war  BusinessNews AustraliaNews20181030 22562200000'],0.281,0.719,0.0
76,['Bernie Sanders has done more good for the economy than Trump has over the last two years by getting Amazon to pay 15hr vs Trumps idiotic trade war and tax cuts for shareholders20181030 22543700000'],0.252,0.636,0.111
77,['SINGAPORE Trade is very much in the news these days mostly because of the ongoing trade war between the United States and China In the face of this and  20181030 22523200000'],0.109,0.812,0.078
78,['Fiat Chrysler Earnings Beat But Tariffs Emissions and Asia Weigh FCAU GM TradeWar MIB SPX  pictwittercomFKbIhExhxx20181030 22494600001'],0.0,1.0,0.0
79,['7 Stocks to Buy While You Hide From the Trade War  InvestorPlace  20181030 22484100000'],0.318,0.682,0.0
80,['UPDATE 12Oil prices down more than 1 pct on rising supply trade war  pictwittercomT75AXA1hKm20181030 22482300000'],0.231,0.769,0.0
81,['No se xq pienso que hoy en la nochealgo del tradewar se hablara y los mercados estallaran20181030 22474800000'],0.0,1.0,0.0
82,['Groe Umfrage Welcher Trade war der Beste am Deadline Tag FootballR   football gameday tnf mnf ranNFL rannflschtig ProSiebenMAXX20181030 22451600001'],0.178,0.822,0.0
83,['Another fine column by JohnHBrinkley on the goofy unintended consequences of the trade war Trumps China Trade War Not Bringing Jobs Back To US via forbes   TariffsStink TariffsareBAD tariffsaretaxes TariffsHurt NoTradeTax20181030 22443300001'],0.202,0.751,0.047
84,['CNNSitRoom as history has repeatedly shown us you cant when a war by fighting on two fronts The POTUS is fighting the culture war a preemptive Cold War  trade war with China and a preemptive war with the media Sooner or later the walls always come crashing down20181030 22435600000'],0.147,0.645,0.208
85,['Chinese Currency at Decade Low After Disastrous Trade War   via WestJournalism20181030 22431300002'],0.524,0.476,0.0
86,['American dairy farmers try to squeeze another 1 billion out of Trump ahead of midterms   dairyfarmers aid tradewar tariffs20181030 22424900000'],0.0,1.0,0.0
87,['Josh Hawley couldnt stand up for MO against the reckless trade war and hed just be another partisan rubber stamp in the Senate MOSen 22391800007'],0.223,0.777,0.0
88,['for his company the higher tariffs  have largely nullified any benefit from the tax cuts At a Small US Factory Trade War Forces Hard Changes  20181030 22363800000'],0.231,0.677,0.092
89,['US trade war hits EU Former WTO boss warns European companies at risk in DonaldTrump trade war  20181030 22355800002'],0.43,0.57,0.0
90,['U start paying attention to this tariff trade war between trump China and Nike and youll see lebron and KD hate the mf China been gettin the good end of that shit Trump said nah u want ya shit here we raising taxes20181030 22350500000'],0.287,0.638,0.074
91,['Oil prices down more than 1 percent on rising supply trade war  Reuters  22350400000'],0.245,0.755,0.0
92,['trade war  20181030 22342900000']-----,0.565,0.435,0.0
93,['Newsflash Were in one TradeWar And soon a military war w China20181030 22320600000'],0.281,0.719,0.0
94,['Its taking a little pause because Trump is an economic disaster His pointless trade war is hurting farmers and manufacturers such as Catapillar TrumpIsAMoron20181030 22313900001'],0.338,0.662,0.0
95,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 22303000000'],0.257,0.526,0.217
96,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 22301600000'],0.257,0.526,0.217
97,['Hope so Makes sense Also worried about China trade war but when Trump realizes hes hurting the market hell deal with Xi20181030 22301300000'],0.424,0.576,0.0
98,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 22300700000'],0.257,0.526,0.217
99,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 22300000000'],0.257,0.526,0.217
100,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 22295500000'],0.257,0.526,0.217
101,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 22295300000'],0.257,0.526,0.217
102,['This trade war is hurting farmers like Dwight So instead of harvesting beets hes harvesting votes for DecideonDesai 20181030 222842000010'],0.253,0.651,0.096
103,['The issue of birthright is a classic Trump diversion Lets not argue this stupidity Keep the focus on No health plan No infrastructure program No Middle class tax plan No fiscal restraint Weakening of the Atlantic Alliance Trade War and Muellers indictments20181030 22282900000'],0.338,0.625,0.037
104,['Liar My confidence is at an ALL TIME LOW ever since your GOPTaxScam and your economy killing TradeWar  tariffs You are fooling no one TrumpIsTankingTheEconomy20181030 22282200000'],0.333,0.576,0.091
105,['Trade war makes life hard for Chinas machine electronics exporters Transportweekly  Com  22280100000'],0.325,0.675,0.0
106,['Vietnam Is Winning the USChina Trade War  Foreign Policy  20181030 22272500000'],0.239,0.552,0.209
107,['Theres an 80 chance the Senate remains Republicancontrolled So maybe thats the reason for the selloff Or the fact that Trump cant be ousted with a Republican Senate and will therefore be killing us with his trade war for 2 more years20181030 22271700000'],0.172,0.787,0.041
108,['Chinese yuan falls to lowest level since global financial crisis as trade war with US heats up  RT Business News  20181030 22263600000'],0.358,0.642,0.0
109,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It   20181030 22243500000'],0.231,0.769,0.0
110,['Trump is borrowing money from China to pay soybean farmers in USA that are economically fucked because of Trumps trade war with China TeaPainUSA20181030 22242000002'],0.306,0.694,0.0
111,['Asked about trade policy I dont support any trade war that causes us to pit the economic wellbeing of farmers against the economic wellbeing of miners or manufacturers We need an economic policy that lifts up everyone in our state and expands the middle class MN0820181030 222337000014'],0.122,0.851,0.028
112,['Bunch of dopes Dont go spending your money like a trump The trickle down trade war is bound to suck you dry  20181030 22232600000'],0.232,0.683,0.085
113,['Watching BBCNews report on CommonsHomeAffs and Brexit Is the UK government spoiling for a trade war with the EuropeanUnion 27pictwittercomqiaRPFXQa820181030 22221900000'],0.17,0.83,0.0
114,['timrinehart LWRangerapush This relates to Wilsons 14 points because two of his points were no blockades in the seas and no economic barriers including tariffs Trump hits China with tariffs heightening concerns of global trade war  CNNPolitics  20181030 22202100000'],0.187,0.813,0.0
115,['Gold dips to near 2wk low as trade war jitters boost dollar  22191700000'],0.321,0.535,0.144
116,['Oil prices down more than 1 percent on rising supply trade war  22191000000'],0.262,0.738,0.0
117,['Hog industry worldwide getting slaughtered in trade war  Manitoba farmer George Matheson now expects to sell his about 250 pigs for C115 per head  well short of the C150 it costs to raise them20181030 22184800000'],0.1,0.846,0.054
118,['The stock market was likely headed for a correction but Trumps trade war has precipitated normal trends and behavior p2 TNTweeters resist ImpeachTrumpNow 20181030 221847000011'],0.189,0.811,0.0
119,['That trade war cant be helping too many actual blue collar people Carrier Harley Davidson Soybean farmers Hows the koolaid in Washington20181030 22182700001'],0.216,0.784,0.0
120,['Investors are zeroing in on a Chinese sector entirely not affected by the trade war  20181030 22181700000'],0.199,0.713,0.088
121,['Dairy farmers ask for more aid as tariffs wipe away 1B in profits  Fox Business Hey  realDonaldTrump  Is this what you call Making America Great Again Screwing farmers with your stupid trade war And before you say Fake news this is from Fox  20181030 22164000000'],0.211,0.669,0.12
122,['President Trump is confident that the trade war with China will be resolved and also expects the US to talk with Japan and the EU Trade GovernmentRelations 20181030 22151300000'],0.112,0.747,0.141
123,['China is Australias most important trade partner Will the USChina trade dispute limit Australias growth prospects   DeloitteInsight ausbiz ausecon tradewar20181030 22150800001'],0.102,0.639,0.259
124,['Oil prices dropped more than 1 a barrel in choppy trading on Tuesday on signs of rising supply and concern that global economic growth and fuel demand will fall victim to a deepening of the US China trade war MNApictwittercom7jMca94I0O20181030 22150000001'],0.17,0.771,0.059
125,['Gold dips to near 2wk low as trade war jitters boost dollar   20181030 22124400000'],0.305,0.558,0.137
126,['in trade war china will continue to devalue their currency thereby cutting margins so thin our corps will not be able to compete20181030 22112100000'],0.197,0.803,0.0
127,['Hong Kong HANG SENG INDEX HSI USChina trade war back in the spotlight  Live Trading News  via livetradingnews20181030 22102500000'],0.178,0.822,0.0
128,['Trump trade war against China is making American farmers poor and Russian farmers rich Yet another Win for Putin  20181030 22101200000'],0.223,0.541,0.236
129,['youre going to roast me as a globalist but unlike deniers were in a global economy the last GOP pres who forced isolation plunged the US and eventually the world into the great depression We must nego China away from their policies but trade war no winnable20181030 22100600000'],0.344,0.573,0.083
130,['Didnt Trump put kids in cages Started a trade war Where is that great health care you promised Infrastructure Trump is a asshole lying sack of shit  20181030 22085900000'],0.261,0.504,0.235
131,['Oil prices down more than 1 percent on rising supply trade war  22083300000'],0.262,0.738,0.0
132,['Asia trade pact moves forward with 11 countries not the US one of the principal architects of the deal The Comprehensive and Progressive Agreement for TransPacific Partnership CPTPP will reduce tariffs throughout the region   tradewar tariffs20181030 22082100002'],0.0,0.871,0.129
133,['Many US firms in China eyeing relocation as trade war bites survey  Article AMP  Reuters  20181030 22081200000'],0.196,0.804,0.0
134,['Everyone knows this is all your fault And the market was already getting better before you came in with your trade war What do you have to say about gass prices20181030 22065700000'],0.171,0.753,0.075
135,['Trumps Trade War With China Is Helping China  pictwittercomeUoFLzB7qh20181030 22064300000'],0.277,0.567,0.156
136,['So Much Winning Trumps Trade War Could Kill Dollar Tree  via YouTube20181030 22045900000'],0.391,0.455,0.155
137,['Hong Kong HANG SENG INDEX  HSI USChina trade war back in the spotlight Hong Kong  22041400000'],0.206,0.794,0.0
138,['You cant support a reckless acting president who will do long term damage to your industry with an illconceived trade war that proves how little he understands trade and has no support from congressional republicans who know it will fail Save yourself20181030 22022700000'],0.305,0.599,0.096
139,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercombpu6tJEpnR20181030 22015600000'],0.187,0.813,0.0
140,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercomUJN88ye1vO20181030 22013500000'],0.187,0.813,0.0
141,['USChina Trade War  20181030 22010400000'],0.494,0.506,0.0
142,['Jamie Dimon talks trade war  22010300000'],0.438,0.562,0.0
143,['USChina Trade War  20181030 22010100000'],0.494,0.506,0.0
144,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercom2Py0krq8Tu20181030 22010100000'],0.187,0.813,0.0
145,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercom3ReXYKpOfb20181030 22005900000'],0.187,0.813,0.0
146,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercomUbYHXsjKOP20181030 22005000000'],0.187,0.813,0.0
147,['Find out why our head of macro analysis Christopher Dembik believes China may have done too little too late Download our Q4 outlook now   QuarterlyOutlook SaxoStrats TradeWar pictwittercom6EpWA6L7qV20181030 22003900000'],0.0,1.0,0.0
148,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercomMg8dgwVdBC20181030 21593300000'],0.187,0.813,0.0
149,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercomkc7m41zWbb20181030 21592900000'],0.187,0.813,0.0
150,['There are sane alternatives to trade war discrimination prejudice kangaroo courts etc20181030 21591800000'],0.396,0.604,0.0
151,['Next Months TrumpXi Meeting Could End the Trade War or Escalate It View and Comment Here  pictwittercomun0phvgu2u20181030 21591400000'],0.187,0.813,0.0
152,['At this small US refrigerator factory the trade war is slowing down investment and leaving the owner with few easy choices APNews 20181030 21590000000'],0.135,0.764,0.101
153,['Trump is literally already blaming the democrats for the impending financial crash that start once he announced a trade war im not surprised just disappointed  20181030 21583900000'],0.327,0.6,0.073
154,['Heckuvva job fiscally conservative SenateGOP HouseGOP and POTUS What country will we be borrowing this cash from China who were in a trade war with or Donnis good buddies the Russians VoteBlueToEndThisNightmare Vote GOPfrauds 20181030 215723000024'],0.098,0.829,0.073
155,['The trade war could well end in November with Donald Trump and Xi Jinping calling a truce  20181030 21554900000'],0.177,0.727,0.095
156,['Indeed it is not only surprising but also shocking and unacceptable realDonaldTrump is the man to quickly send Japan the message by placing tariffs on Japanese products until Japan realizes there is a price to pay tradewar Red China20181030 21553200000'],0.232,0.768,0.0
157,['Farmers to plant more cotton wheat and corn on trade war study Source AgriCensus20181030 21523000000'],0.218,0.782,0.0
158,['Oil Hits 212Month Low on High Price Caution Trade War  Reuters Oil extends drop on IEA caution USChina trade war   The International Energy Agency IEA along with US and Chinese trade officials   data iot stocks20181030 21522400000'],0.263,0.658,0.079
159,['Trumps tax law sent stocks soaring  but now his trade war is hurting the markets biggest driver and threatening to erase all his progress  pictwittercomXA8pNmDgaZ20181030 21522300000'],0.344,0.561,0.094
160,['realDonaldTrump US dairy farmers who were caught in the middle of President Trumps escalating trade war this summer are pleading for more cash as the tariffs have cost them more than 1 billion in profits since May AG already said no more money  Farmers time to vote20181030 21514800000'],0.115,0.83,0.055
161,['Oil Hits 212Month Low on High Price Caution Trade War  pictwittercomAb3n60naQM20181030 21481900000'],0.375,0.625,0.0
162,['When speaking of an economy there are many moving parts and influencers The Trump Trade War is wrakungbhavoc within and without20181030 21471900000'],0.157,0.843,0.0
163,['ITS BECAUSE OF THE TRADE WAR  20181030 21453700000'],0.398,0.602,0.0
164,['China has a big weapon that it hasnt used in the trade war  yet Tourists Tourists from Everywhere ate staying away  21452200001'],0.243,0.757,0.0
165,['Vhina been in a trade war with us for over a decade All Trump did was starting acting like it from our side Somehow I think if new york times articles and CNN shows could be made in China by child slave labor our media might be more concerned20181030 21442000000'],0.076,0.875,0.049
166,['Can Trump Win an Escalating Trade War Against China QuickTake   business 20181030 21431500001'],0.209,0.588,0.203
167,['Pretariff sales latest tactic by US stores caught in trade war  pictwittercomGdcq5XSMzc20181030 21420500002'],0.245,0.755,0.0
168,['US stocks closed sharply higher as trade war continue to grip equity markets Consumer  commodity stocks paced gains pictwittercomzlyRyp3DwB20181030 21415000001'],0.16,0.741,0.099
169,['Tariffs are already in place wtf does it become an official trade war20181030 21414400000'],0.226,0.774,0.0
170,['China has a big weapon that it hasnt used in the trade war  yet Tourists  20181030 21411300000'],0.303,0.697,0.0
171,['Oil prices down more than 1 on rising supply trade war   20181030 21411100000'],0.262,0.738,0.0
172,['Voting out the people who build child concentration camps and want to legally erase trans people and whos reckless trade war will fuck the economy and a thousand other reasons iant motivating enough for you20181030 21392500000'],0.224,0.644,0.131
173,['as escalating US China trade tensions threatened global growth at a time when US crude inventories are swelling jessicaisummers  OPEC API EIA geopolitics oil shale economics energy oilandgas natgas crudeoil Brent WTI OOTT oil TradeWar20181030 21385600001'],0.213,0.68,0.107
174,['Just out Deficit exploding gas prices rising new home sales down Ford has lost a billion dollars due to your asinine trade war and were spending 100s of millions to defend the US from a group of defenseless refugees seeking Asylum that wont even be here for 2 months RESIGN20181030 21384000000'],0.204,0.796,0.0
175,['Dimon Says US and China Are Getting Close to a Trade War Jamie finally catch up with Q1 2018 JPM research reports20181030 213839000032'],0.157,0.843,0.0
176,['USChina Trade War  pictwittercomiAgms5Vx3m20181030 21380700000'],0.494,0.506,0.0
177,['Trade war  just warming up  20181030 21362700000'],0.371,0.476,0.152
178,['His use of linkage in trade disputes has damaged ties between the US and its major trading partners for little gain The trade war with China has no clear end game but clear and growing costs Global public opinion toward the US has plummeted20181030 21352100000'],0.14,0.687,0.173
179,['Hlw trump sir Actually you are the culprit of stock market just because of you market is downwho told you to do trade war with China And why do want to fight with every country like iran Just because of you our Indian currency is down God will never forgive you20181030 21342700000'],0.138,0.764,0.098
180,['How about hurting soybean farmers and pork farmers with his trade war20181030 21334400000'],0.184,0.816,0.0
181,['Business Forward report explains the damage from the Trump trade war  21333300000'],0.415,0.585,0.0
182,['Business Forward report explains the damage from the Trump trade war  anilfebrication20181030 21333300000'],0.392,0.608,0.0
183,['Fears of global trade war stoked by report US plans more tariffs on Chinese goods  20181030 21301900000'],0.196,0.804,0.0
184,['Chinese Currency at Decade Low After Disastrous Trade War  pictwittercomks7WGlf5rU20181030 21290900000'],0.553,0.447,0.0
185,['NZDUSD firmer on Trumps trade war confidence  ANZ  21290300000'],0.275,0.493,0.232
186,['NZDUSD firmer on Trumps trade war confidence  ANZ   20181030 21285700000'],0.257,0.526,0.217
187,['8 rural races where Democrats may reap the benefits of Trumps trade war  pictwittercompD49I2s7IS20181030 212855000011'],0.2,0.667,0.133
188,['MAGA TradeWar  20181030 212806000012'],0.0,1.0,0.0
189,['Oil prices down more than 1 percent on rising supply trade war Lower Oil prices lowers Inflation  21265800000'],0.352,0.648,0.0
190,['When you look downward you will see 103 level where the interest rates were not as high as today EURUSD is overvalued eurusd euro dollar brexit tradewar forex fed ecb usdpictwittercomTrgsTrIqey20181030 21264300000'],0.0,0.912,0.088
191,['At a small US factory Trumps trade war forces hard changes  Money 1055 FM  Sacramento CA  21253500000'],0.275,0.725,0.0
192,['Maybe if trump did something positive hed get positive coverage Tax cut for the 1 incredible deficit babies and small children in cages a needless trade war fighting w allies and kissing two bit dictators  ari have you gone completely over to the dark side20181030 21243500000'],0.193,0.62,0.188
193,['NZDUSD firmer on Trumps trade war confidence  ANZ By rossburland  NZDUSD Banks20181030 21240600000'],0.214,0.604,0.181
