,0,neg,neu,pos
32,['Trump ready to ratchet up China trade war with more tariffs  23433300000'],0.238,0.61,0.152
33,['Will retail be able to maintain its highs after an additional 200 billion in Chinese tariffs   trading tariffs tradewar China TrumpTariffs investing WealthManagement financialadvisor retail target retailers retailstocks stoxx forex tgt btc20180830 23432300002'],0.0,1.0,0.0
34,['Sugesto Procure informao sobre Nickel e Rare Earth Materials onde so usados e o que a Vale tem a ver com isto Tambm sobre em q medida a trade war entre USA e China podem afetar beneficiar a Vale e o comrcio com o Brasil E sobre como alta de USD influencia a Vale20180830 23431800000'],0.089,0.911,0.0
35,['Lets see if I have this right Trump starts a trade war Farmers and others are losing their ass and for some their farms so Trump proposes a huge bail out to help wth the disaster he caused So who is going to pay for the bail out WHAT ME SHIT20180830 23425000000'],0.29,0.629,0.081
36,['Dont forget the Billions in farmer subsidies because of Trumps unnecessary trade war That alone would cover the raise20180830 23415600000'],0.315,0.685,0.0
37,['I hope the markets didnt think the TradeWar with China is over China is stalling it trying to drag it through Midterms2018 hoping for a BlueWave They probably want to reexamine all the polls before nov 8 2016 and set expectation accordingly  20180830 23412900000'],0.078,0.776,0.147
38,['Thank you for FINALLY answering my first question Youre a small business owner Trumps tax breaks benefit you Youre one of the lucky onesAnd by the way regarding the crash could still happen no With this trade war that hes started tariffs passed onto consumers20180830 23411900000'],0.161,0.733,0.106
39,[' ASX set for a higher open despite falls on Wall Street overnight as US stocks end their fourday winning streak in the wake of growing tradewar anxieties  READ  pictwittercomzrk9VWt8lX20180830 23410900001'],0.047,0.801,0.151
40,['Wall St rally snaps on reports Trump plans to ramp up China trade war   via ABCNews20180830 23402800000'],0.196,0.804,0.0
41,['Trump ready to ratchet up China trade war with more tariffs report  pictwittercomK5SEPGhzOz20180830 234023000017'],0.212,0.652,0.136
42,['Theres a big mistake all newsmedia outlets make when it comes to reporting on tariffs  China hit by tariffs is a typical headline Tariffs are levied on goods not nations and paid for by buyers who live in other nations that werent targeted economy tradewar20180830 23401800000'],0.053,0.947,0.0
43,['SPY QQQ AMZN people dont stop buying because of a trade war they simple switch to available products the substitute affect mitigates affect on economy20180830 23394200000'],0.135,0.799,0.066
44,['Asia Pacific Market Open USDJPY Price Fall May Resume on Emerging Markets Trade War Fears USDJPY tradewars EmergingMarkets  20180830 23390900000'],0.271,0.729,0.0
45,['USDJPY Price Fall May Resume on Emerging Markets Trade War Fears  23390800000'],0.401,0.599,0.0
46,['PamyBotforex fxDailyFX USDJPY Price Fall May Resume on Emerging Markets Trade War Fears   20180830 23382000000'],0.34,0.66,0.0
47,['ING CEO Warns Trade War Starting To Hit His Clients  20180830 23381000000'],0.346,0.654,0.0
48,['USDJPY Price Fall May Resume on Emerging Markets Trade War Fears Investors concerns about trade wars and emerging market news sent the Nikkei 225 DAX and SP 500 lower as AUD and NZD fell USDJPY prices may resume their descent on the daily chart  23380900000'],0.234,0.766,0.0
49,[' SFAreaChamber CEO Jason Ball said Sioux Falls is already feeling the effects of farm families tightening their belts due to the tradewar20180830 23372100002'],0.0,0.939,0.061
50,['US chemical exports to take bigger hit in USChina trade war  20180830 23372000000'],0.245,0.755,0.0
51,['Derisking the renminbi key factors in hedging the Chinese currency As the trade war threatens to spill over into a currency war Chinas renminbi is back in the spotlight CT spoke to Deutsche Bank about key corporate considerations when hedging the  pictwittercom26eiH8os6e20180830 23370500000'],0.211,0.789,0.0
52,['USDJPY Price Fall May Resume on Emerging Markets Trade War Fears  23370300000'],0.401,0.599,0.0
53,['1 big thing Trumps trade deal before the trade war   axiosworld20180830 23363800000'],0.262,0.738,0.0
54,['USDJPY Price Fall May Resume on Emerging Markets Trade War Fears Investors concerns about trade wars and emerging market news sent the Nikkei 225 DAX and SP 500 lower as AUD and NZD fell USDJPY prices may resume their descent on the daily chart  23361700000'],0.234,0.766,0.0
55,['A Financial crisis He caused with his FKing Trade War Tariffs and Corporate Payoffs20180830 23351600001'],0.381,0.619,0.0
56,['The trading arm of Chinas biggest food company lost more than 100 million due to wrongway bets in agricultural markets that were battered by droughts heatwaves and the USChina trade war according to people familiar with the matter  BBG OOTT TradersCom20180830 23345600001'],0.134,0.842,0.024
57,['USDJPY Price Fall May Resume on Emerging Markets Trade War Fears   23343400000'],0.401,0.599,0.0
58,['Trade war may present longterm headwind for air freight   via SupplyChainDive20180830 23342600000'],0.262,0.738,0.0
59,['1 big thing Trumps trade deal before the trade war   axiosworld20180830 23342000000'],0.262,0.738,0.0
60,['Trump keeps sabotaging the market with tradewar 20180830 23340000000'],0.0,1.0,0.0
61,['Shortsighted China is aligning tariffs to match ours You havent seen the real results of that yet It will just be a tit for tat trade war Im not seeing much moderate in you here with respect Im seeing someone who is straight up Trump20180830 23334100000'],0.077,0.825,0.098
62,['in a world where it only takes a few late nights of tweeting to start a trade war 2 years is enough to do some serious damage20180830 23332500000'],0.191,0.809,0.0
63,['Trump tried to phone Trudeau on Monday  but Trudeau refused to take the call Does he actually want a trade war with America  20180830 23332200000'],0.266,0.686,0.047
64,['ING CEO Warns Trade War Starting To Hit His Clients pictwittercomLMYBgSMtjp20180830 23331100000'],0.346,0.654,0.0
65,['Like the emergency aid to farmers because of his idiotic trade war this is entirely a product of his and the GOPs own policies The GOPTaxScam that gave 15 trillion in tax savings to the rich  big corporations of course means 15 trillion less income for the budget20180830 23324100000'],0.175,0.763,0.062
66,['Now you have me drooling for Lobsters Have been hoping theyll get really cheap for Americans due to Trumps idiotic trade war Apparently Asia has informed east coast lobstermen that theyll be buying lobster from Canada from now on pictwittercomebakRAefHg20180830 23305400000'],0.155,0.787,0.058
67,['083018 Statement by RMFU President Dr Dale McCall on this weeks announcement of a bailout package for farmers impacted by the US trade war  pictwittercomxeL1KkpsnY20180830 23303800000'],0.187,0.813,0.0
68,['Trump ready to ratchet up China trade war with more tariffs  report  23302700001'],0.224,0.632,0.144
69,['EU offer for no auto tariffs is Not good enough and WTO Single worst trade deal ever and he wants out I bet the trade war with China and the property taxcut were great ideas no    20180830 23302100000'],0.297,0.621,0.082
70,['Is America winning yet A manufactured trade war then bailing out of select Americans hurt by that war frozen cut wages for middle class  billions for the super wealthy unchecked nukes for NK  Iran racist policies etc GOP Complicit VoteThemOut 20180830 23301800000'],0.288,0.549,0.163
71,['Trump basically has no choiceespecially considering hes stepping up his trade war with China and the EUand cant afford a fight with Canada and Mexico at risk of plunging the US into a deep recession20180830 23301800000'],0.203,0.743,0.054
72,['Happy LaborDay2018 federal workers Don the Con says no raise for you But the GDP is doing great And dont forget the GOPTaxScam for the 1 Yea and gas prices are the highest in 4 yrs And dont forget the trade war pictwittercomieyYieKMmO20180830 23295200000'],0.13,0.69,0.18
73,['ING CEO Warns Trade War Starting To Hit His Clients  Money Finance Economics Market20180830 23293200000'],0.29,0.71,0.0
74,['NWS NWSA Trump ready to ratchet up China trade war with more tariffs report  23291200000'],0.201,0.67,0.129
75,['ING CEO Warns Trade War Starting To Hit His Clients  pictwittercomMXEuuJ0OhZ20180830 23290900000'],0.346,0.654,0.0
76,['Wall St rally snaps on reports Trump plans to ramp up China trade war  20180830 23285100000'],0.206,0.794,0.0
77,['Don just shut the fuck up realDonaldTrump tariffs tradewar20180830 23263300000'],0.28,0.72,0.0
78,['US Trade War  Threat or Opportunity Read StephenJacobis latest speech on TradeWorks here 20180830 23260000000'],0.33,0.543,0.127
79,['Currency Update  Friday 31st August 2018  AUDUSD in the 072s Trade War Fears Heightened Risk Aversion   23253600000'],0.474,0.526,0.0
80,['1 big thing Trumps trade deal before the trade war   axiosworld20180830 23252500000'],0.262,0.738,0.0
81,['The Australian sharemarket is set to close out the week in the green despite the threat of a USChina trade war escalation next week   20180830 23252400000'],0.131,0.775,0.094
82,['ING CEO Warns Trade War Starting To Hit His Clients  20180830 232502000020'],0.346,0.654,0.0
83,['At the same time as hes making consumers pay more for products because of his trade war so money doesnt go as far  20180830 23243400000'],0.187,0.813,0.0
84,['realDonaldTrump Resp Trump World must congrat you successfully resolving NKorea issue Remain SCS issue First u did trade war that bringing pressure on China But China most tuff sub for US on SCS issue Well  wish u all the best U must b true friend of Modi govt is imp20180830 23243000000'],0.062,0.586,0.352
85,['I have realised already that its all about power money  resources They wanted power they split the Muslims into Saudia and Iran Tjey wanted Oil they went into Afghanistan and Iraq Now they want money so its an open trade war and sanctions20180830 23231000000'],0.083,0.89,0.028
86,['Trump ready to ratchet up China trade war with more tariffs  report  UK UKBiz England Britain UnitedKingdom20180830 23220100000'],0.174,0.714,0.112
87,['tradewar again GOOGL FB JPM C BAC WFC AAPL PM PG GE HON JNJ CSCO MSFT INTC TWTR TSLA V DIS UNH VZ KHC SLB XOM ESF GCF NQF CLF ZBF TLT MET PNC CTL LMT WMT TGT DLTR AMZN AMGN BMY IBM SPX NASDAQ DJIA CAC DAX FTSE BTC COST RIGpictwittercom51fkclHlUa20180830 23212100002'],0.0,1.0,0.0
88,['We want to stop the Trade War in the World Thanks  20180830 23210000000'],0.316,0.466,0.218
89,['Forex Today Quote with gregorymckenna If a full blown trade war kicks off the USD is likely to gain For Gregs full FX wrap  75 of CFD clients lose MXN BRL EURGBP TRY USDJPY NZDUSD USDCAD GBPUSD EURUSD Trump Trading ausbizpictwittercomvrg42YBO5J20180830 23202400000'],0.137,0.792,0.071
90,['FB Forget The Trade War  Were Still Up 24 On The Facebook Of China  23192300000'],0.309,0.691,0.0
91,['POTUS cancels pay raises for federal employees But theres money for golf trips midterm campaigning military equipment farmer bailouts caused by trade war he started Also Flint MI and Puerto Rico are still waiting20180830 23192100000'],0.2,0.8,0.0
92,['And this thanks to the trade war he started with China Lemme know when the winning starts 20180830 23181800000'],0.149,0.611,0.24
93,['UPDATE 1US fund investors favor stocks emerging markets in week Lipper  Investors overcame fears over a potential trade war and added money to domestic stocks and emerging markets in the latest week Lipper   pictwittercomQi4Va79qVG20180830 23160000000'],0.166,0.767,0.067
94,['You are the fool that started the trade war  20180830 23153600001'],0.43,0.57,0.0
95,['More details emerge about the USDA aid package for farmers affected by the trade war Which farmers are being left out  via tomphilpott MotherJonesFood tradewar20180830 23150900000'],0.186,0.814,0.0
96,['Coming UP NDSU Ag Ext holds presser to tell soybean farmers be PREPARED for some tough times due to TradeWar and Tariffs ND Ag Commissioner Doug Goehring joins us to discuss the situation concerns tradewar NAFTA and more Plus BisonBlockParty Tune in 630p on KX4pictwittercomRFPbdNz5QN20180830 23150300000'],0.031,0.914,0.055
97,['Floridas export economy supports millions of jobs and generates more than 700 million directly to our economy NelsonforSenate is calling on President Trump to end this trade war before it hurts Florida FLSen Nelson4FL pictwittercomQFv5yMrzhB 20180830 23150000003'],0.161,0.782,0.057
98,['Interesting  Trade War Sends Lawmakers on Beer Crawl  pictwittercomudUZkJoQoc20180830 23140300000'],0.302,0.698,0.0
99,['This is what happens when you raise the deficit as much as realDonaldTrump did Its what happens when you have to pay millions to farmers bc of an illconceived trade war Its what happens when you have a ComplicitGOP rubber stamping his every desire  20180830 23122200001'],0.155,0.793,0.052
100,['Did he even read that article Says it wasnt likely Trump said trade war will screw us and Its not even as good as under Obama facepalm20180830 23121700000'],0.236,0.764,0.0
101,['Yes Also the trade war is costing people money My husbands weekly pay has been cut in half We are on pace to lose 10k this year and the GOPTaxScam saved us only 1000 Plus gas prices have been way up since 201620180830 23111600005'],0.195,0.751,0.054
102,['  So much faux concern for South African farmers when this trade war will do actual damage20180830 23110800000'],0.187,0.813,0.0
103,['Floridas export economy supports millions of jobs and generates more than 700 million directly to our economy NelsonforSenate is calling on President Trump to end this trade war before it hurts Florida FLSen Nelson4FL pictwittercomNsRChn3sdg 20180830 23110000000'],0.161,0.782,0.057
104,['In Asia Now Taiwanese manufacturers in China are heading home amid USChina trade war report  23093100000'],0.206,0.794,0.0
105,['JenniferJJacobs trade war is good we need it needs an overhaul good that he is doing what he is doing our president Donald Trump the one who keeps his promise20180830 23092300000'],0.103,0.743,0.154
106,['Upper 10 owns 90 of the stock marker For the rest of us inflation is climbing wages are stagnant effects of the trade war will be trickling down soon Enjoy lying about the economy while you can20180830 23082200000'],0.186,0.744,0.07
107,['Wall St rally snaps on reports Trump plans to ramp up China trade war  pictwittercomVfl5ynAkXS20180830 23082000000'],0.206,0.794,0.0
108,['China has tariffs  other protections so trade war  has been there for awhile However with new tariffs imposed on Chinese goods would Americans stop buying Chinese goods Or are the input differentials in manufacturing so vast that it may not make a difference20180830 23081500000'],0.161,0.839,0.0
109,['the USChina trade war and the secondhand clothes market in Rwanda  20180830 23072400001'],0.245,0.755,0.0
110,[' Reuters Traders work on the floor of the NYSE in New York By Trevor Hunnicutt NEW YORK Reuters  Investors overcame fears over a potential trade war and added  20180830 23070600000'],0.193,0.807,0.0
111,['We survived in the 1930s when as an infant nation struggling to find our feet we burnt everything English except their coal That was a fully fledged trade war Now were part of the planets largest trading bloc and the UKs Brexit decision is a minor irritation20180830 23054500000'],0.131,0.807,0.062
112,['Trump Fiscal Policy 1 Pass huge tax cut for the rich 2 Boost spending on the military 3 Start trade war with China 4 Buyoff farmers with subsidies 5 Cancel planned raise for millions of federal employees citing national emergency of the budget hole you created 6 Repeat20180830 23044100001'],0.189,0.623,0.189
113,['Business Insider Trump reportedly wants to hit China with tariffs on 200 billion worth of goods which would be a massive escalation of the trade war   via GoogleNews20180830 23043400000'],0.123,0.818,0.06
114,['Why Donald Trumps trade war with China is sure to fail  RT Oped  20180830 22592200000'],0.341,0.553,0.106
115,['New post Wall St rally snaps on reports Trump plans to ramp up China trade war has been published on News Broadcast Network   pictwittercom3cEpeZyobm20180830 22583700000'],0.14,0.86,0.0
116,['Farmers primarily republicans getting a bailout because of the trumpinflicted trade war yet civilians of the federal government cant get a raise What a disgrace America has become  20180830 22565200000'],0.262,0.738,0.0
117,['Oh and remind me again about how much US debt China holds Here Ill help you   Again not a trade war Riiiiight20180830 22563700000'],0.182,0.618,0.201
118,['US and China Are Now in a Trade War Park Strategies Sean King Says   Bloomberg20180830 22561100000'],0.218,0.782,0.0
119,['6 Billion dollars going to farmers to pay for his trade war What a loser CorporateWelfare TheArtOfTheDeal20180830 22545500002'],0.383,0.617,0.0
120,['Just think if GOMER hadnt fucked up with his trade war  that 12 billion he put to the farmers bail out to hopefully get their future votes 20180830 22540300001'],0.108,0.72,0.172
121,['Sure not a trade war No US victims And this couldnt have been handled any differently by an out of control president who is listening to bad advice  20180830 22532300000'],0.162,0.698,0.14
122,['US fund investors favor stocks emerging markets in week Lipper NEW YORK Reuters  Investors overcame fears over a potential trade war and added money to domestic stocks and emerging markets in the latest week Lipper Data showed on Thursday A  pictwittercomRJGJhYUpgI20180830 22530800000'],0.144,0.797,0.058
123,['And so the Republican economic rape of the middle class begins Trump also created a trade war hurting farmers every where He proposes a 12 million dollar bail out Guess who is going to pay for that Im sick of winning with Republicans who wreck our economy every time20180830 22523000000'],0.294,0.622,0.084
124,['No idea what trade is about trump has many victories already with his trade war so20180830 22505700000'],0.196,0.804,0.0
125,['A US withdrawal from the WTO potentially would be far more significant for the global economy than even Trumps growing trade war with China undermining the postWorkd War II system that the US helped build pictwittercomCOBZ7W1gJ820180830 22472800000'],0.223,0.671,0.106
126,['As the US authorities continue to threaten more rounds of tariffs many Chinese companies are quickly adjusting their overseas strategies to brace for impact from the ChinaUS trade war From China Plus  pictwittercomWPTo5NYyXl20180830 22460900000'],0.169,0.831,0.0
127,['I wanted to talk about the farmer bailout and the ineffectiveness of the trade war Thats completely on you if youre unable to separate my race from the topic at hand Very telling though20180830 22460500000'],0.182,0.742,0.077
128,['Trump has suspended dutyfree treatment for apparel products from Rwanda What appears to be a trade war between the US and one of the smallest countries in Africa reveals a USChina rivalry  20180830 22452200003'],0.189,0.811,0.0
129,['If theres another global financial crisis triggered by any combination of events including Trumps trade war folly I believe it will be much worse than the last one because the Republicans will not respond to it correctly We barely survived the last one20180830 22451900001'],0.209,0.734,0.057
130,['Trump ready to ratchet up China trade war with more tariffs report  22423300000'],0.224,0.632,0.144
131,['US fund investors favor stocks emerging markets in week Lipper Investors overcame fears over a potential trade war and added money to domestic stocks and emerging markets in the latest week Lipper data showed on Thursday  REUTERS20180830 22420400001'],0.154,0.783,0.062
132,['It is so damn obvious it drives me crazy no one is talking about this Trade war pushing US growers out of global market Russian grain prices go up with demand Iran oil embargo by US Russian oil is also in more demand SO OBVIOUS ITS CRIMINAL20180830 22405500001'],0.263,0.737,0.0
133,['Trump ready to ratchet up China trade war with more tariffs report US President Donald Trump is prepared to quickly ramp up a trade war with China and has told aides he is ready to impose tariffs on 200 billion more in Chinese imports as soon as a public comment period on pictwittercomEFmvXo2O4B20180830 22400300000'],0.159,0.731,0.11
134,['Trump blames stagnant North Korea talks on USChina trade war  pictwittercomG2e2f7Uflx20180830 22400200000'],0.398,0.602,0.0
135,['Trump ready to ratchet up China trade war with more tariffs report  pictwittercomBGWcyQbQU520180830 22395900000'],0.212,0.652,0.136
136,['Hey benshapiro can you trumpsplain to me why trump says we are too broke for a fed emp pay raise But werent we just so well off that he could start a global trade war Or is he mad cause he didnt get his parade20180830 22395300000'],0.23,0.704,0.065
137,['Why Donald Trumps trade war with China is sure to fail  RT Oped   XHNews SCMPNews The sad truth is China needs US more than US needs China Trump can ban all high tech export to China and China would be paralyzed The reverse is not true FT20180830 22390900000'],0.265,0.661,0.074
138,['And there is nothing business friendly about Tariffs or a TradeWar Both of these can raise prices for consumers which reduces Demand if nothing forces wages to keep pace Thats why we should attach our MinimumWage to a ConsumerPriceIndex so as prices rise so do wages20180830 22385400000'],0.088,0.912,0.0
139,['Returning trade war sinks Australian dollar  20180830 22384000001'],0.358,0.642,0.0
140,['Trump headed for showdown with allies in Quebec this week as trade war looms    nationalpost20180830 22381800000'],0.282,0.718,0.0
141,['Left Wing Dem dont complain ab the tariffs trade war negotiations from potus artofthesteal this is the socialism that GOPTaxScam TrumpTariffs level on all Americans workers have lower wage jobs but do have jobs higher cost car is for the rich  20180830 22380300000'],0.082,0.788,0.13
142,['Laughingstock worldwideIgnored Russias cyber attackConned by Kim Harming environmentTrade WarBuying farm votesPraises dictatorsAttacks alliesinstitutionsCorrupt appointees Emoluments violationsMassive deficitsTax cuts mainly for selfrichFEWER jobs than Obama FRAUD pictwittercomNM1NPnW4W720180830 22361900001'],0.292,0.708,0.0
143,['Trump ready to ratchet up China trade war with more tariffs report  22360200000'],0.224,0.632,0.144
144,['China soybean imports may tumble 10 mt on trade war Yihai Kerry Source AgriCensus20180830 22355800000'],0.218,0.782,0.0
145,['31 Aug Trump escalates trade war fears EM markets under heavy pressure China PMIs   Dollar Forex Fx  20180830 22354100000'],0.357,0.643,0.0
146,['RT ProgressivePol Most middle class federal workers get their pay raises cancelled bc of budget shortfalls but hey at least trumps family got a multibillion dollar tax cut with the tax bill and we can still afford the billions for farmers screwed by trumps trade war 20180830 22353200000'],0.263,0.737,0.0
147,['TradeWar is ColdWar  200billion more trade may have tariff     Trump says he will pull US out of WTO if they dont shape up  Lighthizer has said allowing PRC into the WTO in 2001 was a mistake pictwittercomieMeFd2kAa20180830 22351900000'],0.062,0.938,0.0
148,['Hows that bull market treating you  business Trump ready to ratchet up China trade war with more tariffs report   20180830 22350400000'],0.154,0.748,0.098
149,['But he pays billions to appease the farmers that he screwed with his ridiculous trade war Trump cancels pay raises for federal employees CNNPolitics  22340600001'],0.379,0.559,0.062
150,['26 Holds campaign rallies AFTER THE ELECTION 27 Started a trade war with clearly no idea what trade is about 28 Put unqualified People into cabinet positions 29 Blames everyone else for doing shit HE IS DOING 30 Muslim ban 31 The BULLSHIT wall Cont20180830 22331300000'],0.335,0.621,0.044
151,[' Dutch bank ING CEO Ralph Hamers Trade war already having negative impact on economic growth  20180830 22323600001'],0.302,0.595,0.103
152,['Trump reportedly wants to hit China with tariffs on 200 billion worth of goods which would be a massive escalation of the trade war  20180830 22322600001'],0.135,0.799,0.066
153,['Its a trade war FEAR NOT  20180830 22321400000'],0.61,0.39,0.0
154,['Trump reportedly wants to hit China with tariffs on 200 billion worth of goods which would be a massive escalation of the trade war   via businessinsider XHNews SCMPNews Time for 14 billion people China to stop relying on 300 million people USAGrow up20180830 22303600000'],0.127,0.833,0.04
155,['SP500                 trade war20180830 22303400000'],0.0,1.0,0.0
156,['Recent inc in global oil prices has put India in a bind due to tremendous pressure on Indias fiscal and trade deficit However USChina trade war which contributed to the fall in oil prices has offered some respite to India writes manishvaidcapri  22302100001'],0.184,0.816,0.0
157,['Tax bill military parade golf trips trips to Trump owned properties trips for political rallies paying farmers harmed by trade war20180830 22292800000'],0.129,0.871,0.0
158,['GOP Organized crime President Denial of healthcare Racism Sexism Lying Treason Propaganda Paytoplay govt Praising dictators Guns everywhere Obstruction of justice Conspiratorial coverup Torturing defenseless refugee kids Trade war Record borrowing  spending Religious bigotry  20180830 22292100004'],0.443,0.44,0.117
159,['What Would Impact SP 500 and Dollar More Emerging Market Crisis or Eased Trade War  20180830 22291800000'],0.338,0.572,0.09
160,['You pick at pimples The trade war is ongoing and not settled yet Trump will win because Trump is a winner Thats a new breed for DC and hes not failed us yet 12 billion is chump change in our national economy so wait until dinner is done before you grouse about the bill20180830 22282200000'],0.062,0.775,0.163
161,['Trump starts a trade war than gives farmers in red states welfare to compensate them 4 his stupid tariffs Gov employees deserve a raise  20180830 22275900000'],0.258,0.742,0.0
162,['Bloomberg Moves New Forum for Elites From China Amid Fallout of Trade War via NYTimes  20180830 22273100000'],0.196,0.804,0.0
163,['The Trump administration will pay farmers 47 billion to offset losses from a potential trade war  22270000001'],0.381,0.619,0.0
164,['BREAKING Trump rejected EUs offer to scrap tariffs on cars Its not good enough He compared EU to China where hes engaged in an escalating trade war The European Union is almost as bad as China just smaller  20180830 22260400002'],0.254,0.693,0.053
165,['Read China Doesnt Want to Play by the Worlds Rules by CNASs abigailcgrace in foreignpolicy on why Beijings plans are much bigger than the trade war  222600000014'],0.23,0.77,0.0
166,['Current unneccesary trade war with China has wreaked the Trump delusion of progress in NoKo And still no progress with trade in China either American farmers get slaughtered Trump trade  loseloselose20180830 22240300000'],0.154,0.705,0.141
167,['PamyBotforex fxDailyFX What Would Impact SP 500 and Dollar More Emerging Market Crisis or Eased Trade War  20180830 22231600000'],0.312,0.605,0.083
168,['He also has to find the payout to Farmers who are suffering due to his disastrous trade war MoronInChief20180830 22231200001'],0.391,0.609,0.0
169,['Not exactly new news and suggests theres been a degree of complacency in markets of late Trump reportedly wants to hit China with tariffs on 200 billion worth of goods which would be a massive escalation of the trade war via BIAUS 20180830 22222900003'],0.085,0.873,0.041
170,['If thats your only MAGAt answer my sending you four independent factbased news reports about the devastating short and longterm effects of realDonaldTrumps illinformed tyrannical Trade War You cant answer if theyre good deals likely bc you cant readcomprehend20180830 22212700000'],0.17,0.769,0.06
171,['Report Trump Ready to Ratchet Up China Trade War With More Tariffs  20180830 22204300000'],0.212,0.652,0.136
172,['Report Trump Ready to Ratchet Up China Trade War With More Tariffs  20180830 22202800000'],0.212,0.652,0.136
173,['what concessions are the americans making on NAFTA  their draconian anti consumer copyright laws prohibiting need to change for example to allow people to repair their own property CDNpoli trade tradewar economy freetrade negotiation20180830 22202600000'],0.062,0.887,0.051
174,['A US withdrawal from the WTO could be far more significant for the global economy than even Trumps growing trade war with China   20180830 22201400000'],0.131,0.705,0.164
175,['There are three issues investors should keep in mind before totally discounting a trade war   20180830 22201300000'],0.217,0.783,0.0
