,User,Tweets,Date
21,OfficiallyOllie,RT @rockprincelwt: IS THIS A JOKEEEEE IM WATCHING A SHOW AND THE POLICE FOUND A DEAD LLAMA AND THEY WENT TO GO REPORT IT TO THIS LADY AND S…,2020-02-02 13:00:51
22,OfficiallyOllie,RT @ehmay: I AM SCREAMING https://t.co/HkuqWioklW,2020-02-02 11:25:33
23,OfficiallyOllie,"RT @mpeer: Dear @nytimes, Singapore does not have a border with China. #coronavirus https://t.co/qKPGzc7MEK",2020-02-02 06:12:09
24,OfficiallyOllie,RT @chuuzus: January 2020. https://t.co/ikWuEyRieG,2020-02-02 03:19:23
25,OfficiallyOllie,RT @haizakii: THE VOICE ACTOR OF HEINZ DOOFENSHMIRTZ SANG BILLIE EILISH'S BAD GUY HSHSHSHDJDJJDNSNDDJDJFKEJDJDIDJJZJFMXDKKX https://t.co/pG…,2020-02-02 01:21:35
26,OfficiallyOllie,RT @XSophiepower: CRYING omg they did not see her there https://t.co/AhRAKA9SMX,2020-01-31 16:04:51
27,OfficiallyOllie,RT @carlydandean: @XSophiepower my friends and i couldn’t stop laughing about this is in class https://t.co/6QQhK9JqYH,2020-01-31 16:04:49
28,OfficiallyOllie,RT @revolusions: man i'm never taking the train again smh https://t.co/SCCgo4YqU2,2020-01-31 16:00:45
29,OfficiallyOllie,"do yall think this wuhan thing gon b gone by june, Cos like ima be flying to like possibly syd for uni and im scared enough as it is",2020-01-31 00:13:26
30,OfficiallyOllie,RT @vurpp: today this dude didnt wanna dap me up and said “you probably infected” https://t.co/KtSfizanMM,2020-01-31 00:07:58
31,OfficiallyOllie,RT @GhazaleeIbr: See not all of them are like that. Bless the kind heart https://t.co/aNgOJPzGyk,2020-01-31 00:06:30
32,OfficiallyOllie,RT @richbrian: i am happy https://t.co/sB73eqdaEd,2020-01-30 00:30:37
33,OfficiallyOllie,RT @MaxNoPrinter: Sorry but this is the funniest shit i have in my phone rn 😂😭😭😂😭😂😭 https://t.co/V6TxbQeSw2,2020-01-29 17:53:43
34,OfficiallyOllie,RT @janguan: nooo don’t catch the wuhan virus your so sexy ahaaaa,2020-01-29 17:52:42
35,OfficiallyOllie,RT @venusclown: I love all guide dogs they deserve nothing but the world https://t.co/q33OgIWaV2,2020-01-29 17:50:47
36,OfficiallyOllie,RT @Alythuh: drinking red wine in my flamboyant red robe with my red lipstick on. classy bitch activities https://t.co/8N4EGqUy6L,2020-01-27 00:57:44
37,OfficiallyOllie,RT @divermylove: https://t.co/19Jt6FYPMF,2020-01-27 00:26:35
38,OfficiallyOllie,"RT @goal: The commentator makes this 100 times funnier 😂🤣

https://t.co/8VvcyupKkp",2020-01-26 15:15:26
39,OfficiallyOllie,"RT @CasualPS: #Wuhan #coronovirus #WuhanCoronavirus  
She is a doctor in Wuhan... If she quit. The local government will revoke her doctor'…",2020-01-26 14:41:10
40,OfficiallyOllie,RT @TheCourtKim: Avril Lavigne never had to emulate other races in order to succeed. She wins by default. https://t.co/6AxjHWfnxk,2020-01-26 13:52:42
41,OfficiallyOllie,"RT @Chewnano: sunflower 1: 🧐 bro wheres the sun?
sunflower 2: 😌 you are my sun
sunflower 1: 🥺 bro ... https://t.co/VWTscflN47",2020-01-26 13:50:10
42,OfficiallyOllie,RT @Theerickvelez: @rpattzn Nothing can top Bella’s horrid cgi daughter https://t.co/FPL4t51ptD,2020-01-26 09:14:09
43,OfficiallyOllie,RT @Azfarovski: Sometimes I feel bad for doctors. He probably has a family and is putting his life on the line. Can’t image the level of st…,2020-01-26 04:28:32
44,OfficiallyOllie,RT @AAAAAGGHHHH: https://t.co/NgQat7jPHA,2020-01-26 04:25:07
45,OfficiallyOllie,RT @Crackmallard: What do you actually call this genre and why don’t they make them anymore https://t.co/k7fNJ1iILb,2020-01-26 04:21:12
46,OfficiallyOllie,RT @Theory901: This bitch got a Barbie dream house 😐😐😐 https://t.co/kdauGkeBiK,2020-01-26 04:13:50
47,OfficiallyOllie,RT @itsmebob_n: i guess Korma’s a bitch https://t.co/lp8XXirBfP,2020-01-26 04:00:02
48,OfficiallyOllie,RT @mimipetitexoxo: this tale has so much power and heroic energy https://t.co/BXNdoFxBFm,2020-01-24 10:21:15
49,OfficiallyOllie,RT @aizadfahmy: What a trashy woman. Puas hati tengok judge Judy bantai dia kaw kaw https://t.co/Xm40spllc1,2020-01-24 09:43:50
50,OfficiallyOllie,RT @LawrWard: When I say this will forever be the funniest video on the internet https://t.co/AKXg1MaUab,2020-01-24 03:17:09
51,OfficiallyOllie,"RT @_SJPeace_: This little boy gave up his seat to a lady who entered the train w/ a stroller &amp; baby

Then as he is standing, his mom falls…",2020-01-24 00:27:51
52,OfficiallyOllie,RT @nickie25_: He left his favourite toy outside and it froze to the deck 🥶😫😂 https://t.co/owxZZki2pe,2020-01-24 00:17:18
53,OfficiallyOllie,no I WILLL NOT BE THE STUPID WHITE KID IN EVERY HORROR MOVIE THAT answerS the house phone ringing in the middle of the night NONONONOO,2020-01-23 17:46:43
54,OfficiallyOllie,RT @dannybontoi: The way the guy with her wife got escorted out politely HAHAHA https://t.co/pfvlBQJSdq,2020-01-23 16:06:14
55,OfficiallyOllie,RT @nicroticss: Pukimak i dont care if i at fucking brazil or the other side of the fucking earth if im surrounded by banana trees alr i kn…,2020-01-23 15:03:53
56,OfficiallyOllie,RT @sIuttykayIa: bruh this pic just gave me lack toes in toddler ants https://t.co/zjI5a3UaRt,2020-01-23 00:16:01
57,OfficiallyOllie,and sensitive lmao some of the typa shit yall mad about are just ??,2020-01-22 04:29:56
58,OfficiallyOllie,i have no right to say this but people of this generation are SO FUCKIN SELF ENTITLED lolll,2020-01-22 04:28:45
59,OfficiallyOllie,"RT @frajds: Uh, so apparently they restored the Ghent Altarpiece and https://t.co/JljwfEZlzu",2020-01-22 04:22:56
60,OfficiallyOllie,RT @KK4YL4: HAHAHA TOLONG PLS??? https://t.co/qATKgLtOjZ,2020-01-22 02:20:09
61,OfficiallyOllie,RT @boojieshay: This crazy bitch on the first48 said she didn’t know what happen to her nigga the cop said when was the last time you spoke…,2020-01-21 16:07:52
62,OfficiallyOllie,RT @fairyslullaby: everyone who loves the color pink used to have a phase where they hated pink &amp; would overreact about how ‘ugly’ it was,2020-01-21 11:46:36
63,OfficiallyOllie,"RT @OriginalYoni: If you’ve been hearing about the snow in Newfoundland but can’t quite picture it, this is a real time-lapse taken yesterd…",2020-01-21 08:09:42
64,OfficiallyOllie,RT @malaymango: imagine being a fish and seeing this shit in your neighborhood 😭 boi i would be shook https://t.co/VqIv9nUP2v,2020-01-20 08:23:34
65,OfficiallyOllie,RT @ItsQuinnMoore: me hanging with the same fellas in 50 years https://t.co/LxnEZIM0UW,2020-01-20 08:20:09
66,OfficiallyOllie,RT @theydeadinside: https://t.co/NhN4YIiC1i,2020-01-19 23:38:45
67,OfficiallyOllie,RT @coolstuffcheap: You won't see anything more heroic than this today https://t.co/YXRJPREbs3,2020-01-19 17:15:36
68,OfficiallyOllie,RT @Tenzingngtr: so..we played Bad Guy by @billieeilish using traditional instruments so enjoy. https://t.co/I0kJo2eHU0,2020-01-19 10:06:27
69,OfficiallyOllie,RT @ilikechickenhoe: I think this is definitely the funniest one 😂😂😂😭 https://t.co/DTH5TwzoqH,2020-01-19 09:19:08
70,OfficiallyOllie,RT @LeoInLaurent: oh to be a tiny lizard licking an orange. https://t.co/cmp47CD87m,2020-01-19 09:18:15
71,OfficiallyOllie,RT @seulgiseyes_: I’ve never tried this challenge but I can relate https://t.co/G4mFWoAaQW,2020-01-19 09:14:48
72,OfficiallyOllie,RT @shaleenalvena: HHAHA BACK AT IT AGAIN WITH STRANGER THINGS IN YISHUN https://t.co/m6VL0QIASV,2020-01-18 17:51:30
73,OfficiallyOllie,RT @Yungg_Mani: I wanna go shoppin with somebody else’s money. https://t.co/uSjyqo8kdo,2020-01-18 17:42:13
74,OfficiallyOllie,RT @_cmnz: My girl when we are trying to choose what to eat https://t.co/hH9v9noQeP,2020-01-18 17:41:54
75,OfficiallyOllie,RT @aatcdo: WHY WAS THIS SO FUNNY TO ME JAJDJWJD IVE BEEN LAUGHING FOR LIKE FIVE MINUTES NOW https://t.co/fUsdKdvb8o,2020-01-18 09:40:13
76,OfficiallyOllie,RT @skullfucker2: aowesome 👍 https://t.co/TRWnDfUvH1,2020-01-18 09:39:08
77,OfficiallyOllie,RT @AllyiahsFace: This is SENDING me https://t.co/E1k8idTAnB,2020-01-18 09:38:49
78,OfficiallyOllie,RT @TheKalenAllen: I love these things! https://t.co/TYR9U65SA5,2020-01-17 23:28:50
79,OfficiallyOllie,RT @fuckxaee: i set my alarms extra early to make sure i have enough time to lay in bed and be angry about having to wake up,2020-01-17 23:28:22
80,OfficiallyOllie,RT @shellybirla: Naaaaaaaaaaaaaa this has me on the floor 😭😭😭😭 https://t.co/GSd3dgrKfn,2020-01-17 23:27:50
81,OfficiallyOllie,"RT @cogandbauls: @maxohyz ya bro modern day equal rights want assurance and support just because of someone’s identity, but true inclusivit…",2020-01-17 23:26:18
82,OfficiallyOllie,RT @iikass: @enews Hahaha these tweets back to back are hilarious https://t.co/6hn8ftUmCe,2020-01-15 17:33:54
83,OfficiallyOllie,RT @alissabenderrrr: i wonder if she told him she had to go her own way and he was like what ab us what ab everything w been thru and she w…,2020-01-15 17:28:23
84,OfficiallyOllie,RT @kariMeili_: Highkey this one had the best use of this audio lol https://t.co/IuxKYmKoNK,2020-01-15 17:25:14
85,OfficiallyOllie,RT @SaraMeagher1: lost my phone in the alps in a club and someone handed it into the bar ! i found this vid the next day and i love her ple…,2020-01-14 16:10:31
86,OfficiallyOllie,RT @tashaziqah: he said “ 😐............size😁” https://t.co/NqEOL17F2z,2020-01-14 11:38:18
87,OfficiallyOllie,RT @zekesmummy: have y’all ever seen the inside of the x-ray machine at the airport?!?! someone just made a tiktok of it and i’m fucking SH…,2020-01-14 11:16:06
88,OfficiallyOllie,RT @lessthelesbian: Fuck whoever is counting hyping him up lmfao 😂 https://t.co/vhEUjmPilG,2020-01-13 12:03:09
89,OfficiallyOllie,RT @harveyharsani: i wanted to give my girl something special for her bday. SO I decided to make her custom air force 1. Without touching a…,2020-01-13 00:37:55
90,OfficiallyOllie,RT @flickerhoney: HARRY SAW THAT A PERSON COULDNT GO INSIDE A RESTAURANT WITH THEIR PUPPY AND INSTEAD OF IGNORING HE LITERALLY TOOK HIS TIM…,2020-01-11 15:18:15
91,OfficiallyOllie,RT @shellemelle: THIS IS THE CUTEST THING IVE EVER SEEN https://t.co/mJZHZyJrc8,2020-01-10 02:33:52
92,OfficiallyOllie,"RT @threatningauras: Shhh no more tears, only dreams now... https://t.co/tE2x3c8oEq",2020-01-09 09:48:27
93,OfficiallyOllie,"RT @Adrian_Sappui: Owner : Sit. 
Dog : No you sit.
Owner : Okay https://t.co/GIC1DDqQA7",2020-01-08 01:03:34
94,OfficiallyOllie,RT @KentingtonC: This is mind boggling because it’s such a creative way to demonstrate how money really is a social construct... like this…,2020-01-07 14:24:14
95,OfficiallyOllie,RT @INDIEWASHERE: avril lavigne was really the billy ellish of the early 2000s right down to the aesthetic https://t.co/Kv3hqOizXN,2020-01-07 14:15:27
