,0,neg,neu,pos
191,['Trumps Global Trade War Comes to Alabama  Bloomberg Businessweek  GovernorKayIvey  alabamagov hahahahaah karma is a royal bitch  Jobs jobs jobs GONE GONE GONE you homophobic antipro choice ass clowns  SenShelby grab your ankles  20190929 21312400000'],0.265,0.735,0.0
192,['Trumps Global Trade War Comes to Alabama  Bloomberg Businessweek  20190929 21310400000'],0.281,0.719,0.0
193,['Trumps Global Trade War Comes to Alabama  Bloomberg Businessweek  20190929 21305500000'],0.281,0.719,0.0
194,['The Hong Kong protests are sponsored by a billionaire and US backed NGOs You need to understand that youre helping the US in a trade war in their territory Please read about the opium wars20190929 21304100000'],0.144,0.718,0.139
195,['This is the slaughter The Chinese Peoples Liberation Army is killing Hong Kong people HKracing hkdl HongKongProtest HKprotests HKPoliceTerrorism peace people are dying This is not a trade war it is a humanitarian disaster HumanityFirst 20190929 213035000010'],0.184,0.672,0.144
196,['The SP 500 ends the third quarter with a 15 return despite trade war inverted yield curve and political crisis  pictwittercomCVJqdawyCL20190929 21302500000'],0.156,0.724,0.12
197,['Trumps Global Trade War Comes to Alabama  Bloomberg Businessweek  20190929 21302300000'],0.281,0.719,0.0
198,['Trumps Global Trade War Comes to Alabama  Bloomberg Businessweek Lets see what happens  20190929 21301300000'],0.218,0.782,0.0
199,['Disposable electrocardiograph electrodes certain Xray and MRI components otoscopes and anesthesia masks are among medical device products exempted from tariffs on China  medicaldevice tradewar tariffs20190929 21300300000'],0.0,0.923,0.077
200,['Trumps Global Trade War Comes to Alabama  The state home to Airbus and Mercedes and a busy port would suffer from new tariffs  Trump won Alabama in the 2016 election with 621 of the vote  20190929 21295600009'],0.168,0.748,0.084
201,['Trumps Global Trade War Comes to Alabama  Bloomberg Businessweek  20190929 21292900000'],0.281,0.719,0.0
