,0,neg,neu,pos
20,['minister is trying to start a trade war like Trump but he forgets that he lacks the weaponry for such a war He should stop telling tales that doesnt make sense and make sure the cashew nuts at the port are exported and alsothe man don finally export the yams he was bragging20190330 22570400000'],0.242,0.686,0.072
21,['You mean like that trade war with Chinaor the real one with NKor the bodies that would pile up from the tax cutKrugmans prediction of recession we wont defeat ISIS and on and on Keep living in your fantasy world Well keep winning  20190330 22531900000'],0.119,0.694,0.187
22,['Almost as easy as winning a trade war20190330 22501500000'],0.0,0.488,0.512
23,['USChina soy trade war could destroy 13 million hectares of rainforest  20190330 22480000000'],0.402,0.598,0.0
24,['US and China Got Into a Trade War and Mexico Won 20190330 22455000000'],0.222,0.568,0.21
25,['We all work to have our Safety Net you can fix it but you do not have the right to repeal it Your so call Job Rate are 2 that not enough for 12 Million American in USA Jobs is walking out on USA Bc of Trump trade war with China See your short Victory was already plan2fail20190330 22364000001'],0.085,0.885,0.03
26,['Hmmmtell that to the farmers that are losing markets to sell their produce in due to your trade war pictwittercom3v4hO3noPh20190330 22343600000'],0.255,0.745,0.0
27,['If were getting stronger all over the world why arent we winning the Trump trade war and why does the federal government have to continue to subsidize farmers with taxpayer dollars because of this trade war20190330 22323000000'],0.154,0.786,0.06
28,['We all lose in a trade war BlueUnity202020190330 22231500005'],0.524,0.476,0.0
29,['The US needs to talk ForeignPolicy The US needs to talk TradeWar No Mexico Ambassadorwhere else are they missing But heh close the POEs to approx 2billion tradeday while complaining about people fleeing terrorism Escaping Venezuela  Bloomberg  20190330 22205500000'],0.276,0.696,0.027
30,['From Trade War To Tech War To ColdWar  OcasioCortez makes socialism sexy again  Ilhan Omar makes Islamism palatable  ForeignAffairs China  via hooverinst20190330 22170600000'],0.238,0.579,0.183
31,['There is a public server called PlayDatblockCom It has recently opened up a datearth server where the minecraft map is based off of the real world map and you can found a city andor nation anywhere on the world and trade war or just hang with other towns I enjoy it20190330 22135000000'],0.073,0.866,0.06
32,['Trumps Trade War and Political Marketing  via YouTube20190330 22050800000'],0.328,0.672,0.0
33,['Chinese and US negotiators are working linebyline through the text of an agreement to end the trade war   via bpolitics20190330 22042200000'],0.149,0.728,0.123
34,['Trade war hurt and tax cuts for rich did nothing20190330 22003700000'],0.473,0.348,0.179
35,['Stock Of The Day Autohome Stock Breaks Out Amid Trump Trade War Optimism  Investors Business Daily  22002300000'],0.174,0.67,0.156
36,['The entire auto industry is being restructured A jobs massacre is under way at Ford VW Opel Audi and supplier plants Under global trade war General Motors and Ford are in the process of winding down their European operations SaveHondaSwindon 21572300000'],0.091,0.909,0.0
37,['So heres my question Bob If Trudeau is so crooked and we know that he is Why didnt he warn Huaweis Meng Wanzhou not to come to Canada He must have known that this would spark a trade war with China20190330 21553800000'],0.086,0.843,0.071
38,['Alas this point may be lost on a person who doesnt read briefing materials who thinks he understands economics but doesnt comprehend trade war results  who has to tell people how smart he is20190330 215201000012'],0.041,0.767,0.192
39,['Ask all those farmers and ranchers in the Midwest how that trade war is working for them But never fear they will be back to cast votes for him next year20190330 21453800000'],0.068,0.836,0.096
40,['You mean the detention areas where you allow children to die from preventable disease and then falsely blame their fathers You are sick And you have no understanding of trade Remember how you had to bail out the farmers after starting your trade war with China This is worse20190330 21435100000'],0.288,0.681,0.03
41,['Study Trumps Trade War Cost US Economy 78 Billion in 2018  21421200000'],0.262,0.738,0.0
42,['1000000 acres were flooded in Midwest America a region that never saw the face they voted to MAGA the flood may have washed away some crops for 2019 2018 crops were lost to mr trumps tariffs  trade war with China what crop do you think the farmers will not plant in 202020190330 21415400000'],0.11,0.89,0.0
43,['You dont think we as a country buy other things from China too At least what we buy makes a productive difference for US Isnt Trump in a Trade War with them20190330 21225700000'],0.119,0.881,0.0
44,['Sounds like little donnie boy is angry that Mexico is making out while the US and China spar during the trade warI hope little donnie boy understands closing the border will hurt the USs bottom  20190330 21205600001'],0.149,0.732,0.12
45,['Yeah kimchi trade war20190330 21194600000'],0.0,1.0,0.0
46,['Many people may not realise that a trade war between two nations can affect land use in a third country   Trade war USChina  As its hard to control Trump wed rather control what we eat Amazonrainforest20190330 21162300000'],0.223,0.777,0.0
47,['From Trade War to Tech War to Cold War  21132700000'],0.626,0.374,0.0
48,['Can we stop calling it the Huawei affair It should be called Trump fucking everybody with dirty politics They clearly asked for her arrest as leverage in USAChina trade war Trump was quick to speak about his new bargaining chip20190330 21114400000'],0.232,0.715,0.054
49,['So youre against Trumps taxpayer funded bailout of the farmers hurt by his trade war then20190330 21104600000'],0.383,0.617,0.0
50,['Ironic that you mention a free and open market considering Trump used taxpayer funds to bailout the farmers he purposely hurt cause of his trade war The hypocrisy of the Republican Party is disgusting20190330 21092500000'],0.199,0.664,0.137
51,['Good call Lets save it for farmers fucked over by Trumps trade war20190330 21061000000'],0.224,0.612,0.163
52,['Vietnams economy gains as companies flee China in trade war Nikkei Asian Review  20190330 21000600000'],0.202,0.674,0.124
53,['Why is the Fed not increasing interest rates If the economy was strong they would be Maybe Trump bullied them or maybe Trumps trade war and welfare for the wealthy has harmed America pictwittercomEqu87yD07P20190330 20585600000'],0.281,0.599,0.12
54,['Or how about not giving Amazon 137million rebate on 0 paid federal taxes that the 1 taxcut allowed Our trade war may have caused us to lose our soybean market that was very profitable Dont talk rhetoric do research This isnt about helping people  20190330 20575500000'],0.226,0.714,0.06
55,['Trumps trade war has harmed virtually all Americans while failing to positively impact the industries supposedly being protected maxgAIER and I discuss tariffs on this weeks AIER Authors Corner segmentpictwittercom83X2fImgzF20190330 205632000015'],0.248,0.601,0.151
56,['Vietnams economy gains as companies flee China in trade war  20540000000'],0.255,0.588,0.157
57,['Nikkei Asian Vietnams economy gains as companies flee China in trade war   pictwittercom8G3EUp29tM20190330 20523300001'],0.213,0.656,0.131
58,['A lot of times foreign aid is only reason other countries listen to the US Without that incentive US will lose its foreign influence for trade war strategic placement of troops etc Monroe Doctrine anyone20190330 20450200000'],0.209,0.791,0.0
59,['So easy Really As easy as getting Mexico to fund the TrumpVanityWall  As easy as getting infrastructure done during infrastructure week As easy as repealreplace Obamacare As easy as NK denuclearizing As easy as the China trade war TrumpBrokenPromises TrumpConJob20190330 20435800000'],0.071,0.615,0.315
60,['Just stop already You create more problems whenever you attempt to solve problems tradewar Immigration UnfitForOffice20190330 20431000000'],0.34,0.498,0.162
61,['ChineseBluff China downplays economic slowdown as crunch trade war talks kick off in Beijing   via scmpnews20190330 20403000000'],0.196,0.804,0.0
62,['Trade war Vow to erase trade surplus with US by 2024 may be Chinas bluff 20190330 20372700000'],0.196,0.804,0.0
63,['As easy as fixing the ACA As easy as a trade war As easy as fixing the economy As easy as getting rid of ISIS in 30 days Someone is stupid Dont think its necessarily the laws20190330 20343100001'],0.146,0.621,0.232
64,['Foreign aid prevents caravans and American farmers are getting tons of help to offset the idiotic trade war So I think foreign aid is good20190330 20273300000'],0.231,0.646,0.123
65,['What Ancient Rome can teach us about the USChina trade war by barrystrauss and via qz 20190330 20250300007'],0.187,0.813,0.0
66,['Trumps economic illiteracy caused USChina trade war Columbia prof Caused by illiteracy of ALL Presidents prior to Trump who left us in this mess  20190330 20223300000'],0.364,0.636,0.0
67,['A global patent office could contribute to resolving the ongoing dispute tradewar between the US and China on the protection of property rights20190330 20215800000'],0.099,0.806,0.095
68,['Name a single hamster that started a useless trade war20190330 20210600001'],0.259,0.741,0.0
69,['Why the USChina trade war spells disaster for the Amazon   nature20190330 20210500000'],0.428,0.481,0.091
70,['Why the USChina trade war spells disaster for the Amazon  20190330 20163600000'],0.428,0.481,0.091
71,['Vietnams economy gains as companies flee China in trade war  20190330 20113900000'],0.239,0.613,0.147
72,['USChina soy trade war could destroy 13 million hectares of rainforest  20190330 20083400000'],0.402,0.598,0.0
73,['How the USChina trade war could damage the Amazon rainforest  20190330 20074100000'],0.399,0.506,0.096
74,['Environmental ramifications of the trade war Incentivizing deforestation in the Amazon Why the USChina trade war spells disaster for the Amazon  20190330 20073000000'],0.357,0.541,0.102
75,['Trumps trade war is brutal for MN farmers  pictwittercomjUEgA7JE2f20190330 20061900000'],0.5,0.5,0.0
76,['Whats the matterRepublicans just dont carethey think that people want to have health care blocked and Social Security and Medicare cut and taxes raises through trade war tariffs Its a bit late to moan about the road theyve chosen20190330 20004800000'],0.2,0.658,0.142
77,['Whats the matterRepublicans just dont carethey think that people want to have health care blocked and Social Security and Medicare cut and taxes raises through trade war tariffs Its a bit late to moan about the road theyve chosen  20190330 20002800000'],0.196,0.665,0.139
78,['France is blocking the launch of trade talks with the US exasperating its EU partners who fear a restart to a trade war with President Donald Trump diplomats said on FridayTrump has until May to decide about car tariffs May and June will be interesting20190330 20002700000'],0.191,0.809,0.0
79,['China loses the trade war to the US  20190330 19580200000'],0.437,0.563,0.0
80,['I wonder where they are now Surely they are gearing up to protest the national debt government subsidies for farmers pinched by an autocrats unprovoked trade war While waving a constitution in the air of course20190330 19575000000'],0.194,0.739,0.067
81,['So what happened to the easy to win trade war  20190330 19500200000'],0.199,0.459,0.342
82,['TradeWar Positive news for India on back of falling CrudeOil prices  government intervention via MakeInIndia 20190330 19500100000'],0.079,0.743,0.178
83,['USChina soy trade war could destroy 13 million hectares of rainforest  Amazon rainforest  The Guardian  20190330 19490200003'],0.32,0.606,0.074
84,['Why realDonaldTrump will possibly close southern border Its not bc he cares about illegal immigration he doesnt like the deficit w Want to know why he will eventually put tariffs on Europe Auto Bc our deficit w  Want to know why trade war w deficit  20190330 19472300001'],0.214,0.62,0.166
85,['Trumps looming trade war gives Democrats an opening in farm country  JAMESTOWN ND Reuters  North Dakotas Heidi Heitkamp one of the most endangered Democrats in the US Senate knows a political gift when she sees one copyright  2016 20190330 19462700000'],0.122,0.813,0.065
86,['Global Trade has been increasingly vilified over the past five years from the global leaders to the distant emerging markets Get your Trade war history  pictwittercommTRkOwqbGd20190330 19430100000'],0.13,0.87,0.0
87,['Cramer Remix Forget the stocks caught in the trade war crossfire   CNBC March 20 2019719pm20190330 19342800000'],0.293,0.707,0.0
88,['How does this help fix income inequality Outsourcing of our manufacturing jobs Victims of Trumps trade war Flood victims Climate change Affordable healthcare  prescriptions Food insecurity Creating jobs Making education  job training affordable Drug addiction Resign20190330 19273900000'],0.237,0.651,0.112
89,['USChina soy trade war could destroy 13 million hectares of rainforest   cathmckenna tell us again about your plan to cut emissions without addressing animal agriculture JustinTrudeau20190330 19260300002'],0.284,0.716,0.0
90,['USChina soy trade war could destroy 13 million hectares of rainforest   cathmckenna tell us again about your plan to cut emissions without addressing animal agriculture20190330 19243700001'],0.292,0.708,0.0
91,['BarrCoverUp ReleaseTheFullMuellerReport CigarMtg666 YouMayThinkItsOk GOPCoverUp TrumpRussia TrumpBudget NOTMYPRESIDENT SDNY GOPCorruption LockHimUp PutinRebuildsUSSR RUreplacesUSwChina tradewar trumptarriffs IdiotInChief trumpSOHO Resist 20190330 19224200001'],0.0,1.0,0.0
92,['How is tRump harming the Amazon Heres one way US China soy trade war could destroy 13 million hectares of rainforest  and it is probably GMO Soy from Killer Monsato Bayer20190330 19215400000'],0.348,0.614,0.039
93,['Whats the effect of trade war Could the uncertainty of it slowed down corporate investment Could we get an increase in capital investment when the deal with China is signed20190330 19141700000'],0.172,0.765,0.063
94,['Many people may not realise that a trade war between two nations can affect land use in a third country But this is the unintended consequence that arises from decisions made in a complex web of interactions in which change in any one part may affect every other climatechange 20190330 19115200000'],0.05,0.95,0.0
95,['USChina soy trade war could destroy 13 million hectares of rainforest  Environment  The Guardian  20190330 19015200000'],0.346,0.654,0.0
96,['Interesting take on trade warreally  20190330 19002100000'],0.0,1.0,0.0
97,['Hope theyre enjoying the dire agricultural effects of Trumps trade war with China20190330 18594100000'],0.324,0.516,0.16
98,['Universal basic income universal healthcare free public colleges or vocational schooling will benefit the American people more than tax cuts for the rich a border wall a trade war with China and the Muslim ban20190330 18522100000'],0.141,0.641,0.219
99,['     trade war trade war20190330 18514900000'],0.438,0.562,0.0
100,['Trying to win the trade war without saying it China wants easy money they press a button We have to justify our actions for the easy money  Winning this trade war is a very important show of dominance20190330 18502200000'],0.147,0.567,0.285
101,['Trade War against the competition is going great MAGA TiredOfWinningpictwittercomjVIpEhZZsm20190330 18473600001'],0.229,0.529,0.241
102,['uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol SKpoli Maybe CBC will explain who got Saskatchewan involved in Bibi  Trumps Trade War What did SASKMLA hope to achieve by telling China that Bibi says they are not allowed to sell to IranpictwittercomPZaHUDpoiu20190330 18452600002'],0.082,0.858,0.061
103,['5 Trump pulled out of the Pacific trade agreement that gave US exclusive access to most Pacific markets and effectively shut China out replacing it with an agreement that lets China lead and shuts the US out Trumps trade war with China bankrupts thousands of US farmers20190330 18411700000'],0.068,0.745,0.187
104,['pushing for a trade war with china wants tariffs on blue check exports20190330 18382500000'],0.245,0.755,0.0
105,['Hows that trade war working out for us 2018 saw the Trump   By UnConflicted20190330 18353200000'],0.218,0.782,0.0
106,['trumps trade war and reduced tax returns from trump tax plan for the wealthy is harming us greatly also20190330 18324900000'],0.278,0.63,0.093
107,['In Oct Im guessing Larry figured the China trade war would have ended by now and no government shut down The tariffs cannot be helping our economy QT and higher rates at the same time is just too much Do one or the other not both20190330 18155600000'],0.147,0.789,0.065
108,['In an ironic twist President Trumps trade war with China has been a boon for Mexico  18091500006'],0.278,0.722,0.0
109,['Why the USChina trade war spells disaster for the Amazon  via nature20190330 18050900000'],0.406,0.508,0.086
110,['USChina soy trade war could destroy 13 million hectares of rainforest  20190330 18043200000'],0.402,0.598,0.0
111,['The first rule in a trade war is win it President Trump gets it  20190330 18001200000'],0.188,0.628,0.184
112,['in Trade war mslsin gr Avropadan Airbusdan 300 dd tyyar almaq n razılama imzalayıb mumi dyri 30 milyard euro 290 dd A320 10 dd A35020190330 17564100000'],0.14,0.86,0.0
113,['Global economy needs resolution on USChina trade war  20190330 17532900000'],0.302,0.698,0.0
114,['utk ini saya blum bisa koment sama halnya dg issue trade war or etc karena ini banyak kepentingan yg jelas bukan hanya peer to peer indonesia vs china utk obor cmmiw20190330 17510800000'],0.112,0.888,0.0
115,['To the great wealth of our Trade War with them20190330 17503100000'],0.203,0.417,0.38
116,['The incoming first results of Trumps stupid trade war DrainTheTrump StupidEconomics StupidTariffs StupidTradeWar TrumpIsCruelToAmerica UnfitForAmerica NotExonerated ReleaseTheFullReport 20190330 17495600000'],0.3,0.7,0.0
117,['Starting a tradewar is not Conservative  Flake said Conservatives have if there is any defining animating principle that we have had in the party for generations now its freetrade And the President has really tossed that overboard20190330 17483200000'],0.0,0.93,0.07
118,['HarleyDavidson To Shift Some Production Overseas Due To Trade War  HarleyDavidson Inc announced it is shifting production of some of its copyright  2016 March 30 2019 at 0135PM20190330 17441400000'],0.122,0.878,0.0
119,['US and China Got Into a Trade War and Mexico Won  20190330 17391200000'],0.222,0.568,0.21
120,['Trumps trade war cost US economy 78 billion in 2018 study   Posted on March 15 2019 in businessNews20190330 17384300000'],0.178,0.822,0.0
121,['Are you ready for RoundThree of the PlasticWaste trade war  GreenBiz  17360000000'],0.238,0.61,0.152
122,['SPY QQQ FXI Trade Wars akaFiscal Kombat tradewar economypictwittercomraOuouZ5Hp20190330 17355900000'],0.286,0.714,0.0
123,['China Threatens To Pull Money From Silicon Valley Trade War Will Become A Tech War   wallst20190330 17334200000'],0.444,0.556,0.0
124,['He lost me at least tyrannical The pillaging of resources Atlantic slave trade war on terror that kills people everyday by the hundreds if anything western society is the most evil And btw men have more privilege than women his points are far off20190330 17304000000'],0.299,0.655,0.047
125,['Close the border Complains  Caravans from Nicaraugua Guatemala Mexico is not doing enough to stop it American farmers are suffering from his trade war Next time your in the grocery store look at stickers on the fruit n veggies  80 from Mex n Central America WTF pictwittercom4Ba8E02Kye20190330 17253600000'],0.285,0.715,0.0
126,['One year since the trade war started the Chinese have been less worried about it They feel the US is not as powerful as they had thought and the impact the trade war has on their life is not that big This will seriously weaken psychological advantage of US side in trade talks20190330 172331000037'],0.252,0.717,0.031
127,['Investing internationally has never been as complex as it is today Trade war between the US and China underperforming global stock markets European political turmoil and ongoing uncertainty about Brexit all make it hard to know where to invest your hardearned money pictwittercomjfj8rO0RHF20190330 17204400000'],0.203,0.797,0.0
128,['Vor dem OBJ Trade war sicher Cleveland einer der heiesten Kandidaten auf Hollywood Brown20190330 17113700000'],0.218,0.782,0.0
129,['2019 Is The Year Farmers Will Feel The Pain From Trumps Trade Wars Hard times for farmers got tougher with President Donald Trumps trade war Now Midwestern farmers are filing the highest number of bankruptcies in a decade  20190330 17083300003'],0.253,0.685,0.062
130,['I dont think that farmers are victims of the trade war they were losing money long before Trump hit town or climate change theyve stripped the land bare Even in their best year they dont make much profit They are victims of Big Ags rigged and ever expanding system20190330 17064900000'],0.253,0.68,0.066
131,['3 Joe lets talk about pipe lines they leakinfact one of them is to export Canadian tar sands These are pollutants One of the investors were the Koch Bros Now on to trade war with China Our farmers are being destroyed by this trade war20190330 17002900000'],0.139,0.861,0.0
132,['China US Pore Over Details of Trade War Text Agreement  Bloomberg   via GoogleNews20190330 17001000000'],0.204,0.628,0.168
133,['Europes Article 13 Copyright Rule Is a Transatlantic Trade War via Enteurope saschasegan 16563300000'],0.245,0.755,0.0
134,['uk business investment slide but trade war optimism boosts stocks  business live  the guardian 16470100000'],0.214,0.479,0.307
135,['Trump Fed Trump Damn the torpedoes full sped ahead If I listened to economists we wouldnt be in a trade war with every country across the globe at the same time I KNOW WHAT IM DOING Peter Navarro say so20190330 16430900000'],0.155,0.845,0.0
136,['Mr Trumps tax cuts fade and as his trade war and weaker growth in Europe and in China contribute to a slowdown Mr Powell told reporters earlier this month that depending on how economic data played out the Feds next move could just as easily be a rate cut as a rate20190330 16390500000'],0.18,0.699,0.12
137,['But this is consistent with the motive to win the trade war the stock market rally is now a bargaining chip for trade war right now its going nowhere20190330 16225100000'],0.207,0.691,0.101
138,['I dont recall believing Putin over the CIA enriching the Presidents golf clubs discovering yet another corrupt cabinet member caging immigrant children without their parents getting owned by North Korea and losing a trade war with China at any Christmas20190330 16195500000'],0.146,0.854,0.0
139,['Totally agree US is pushing the envelop on Masood Azhar with China to serve its trade war tactics only It is not out of any love for India We should continue to fight diplomatic wars on our own policies Very good insights by  TheJaggi 20190330 16180800000'],0.168,0.667,0.165
140,['More importantly its his idiotic trade war thats dragging the economy down20190330 16142000000'],0.379,0.505,0.116
141,['After promising his skills as a businessman and dealmaker would make Americas trade deficits with other countries a thing of the past Trump started a multifront trade war with many of our biggest trading partners Our trade deficits have now hit record highs on his watch20190330 16132200002'],0.08,0.864,0.056
142,['Is it trade war or rebalancing Why cant we leverage against foreign suppliers who are subsidized by their governments and whose governments charge the US a larger import rate than we charge them20190330 16071500000'],0.109,0.891,0.0
143,['Amidst economic uncertainties such as the China trade war and slowed economic growth we are wrapping up a solid quarter this weekend  16064500000'],0.221,0.632,0.147
144,['Trade war has begunthe real war will begin soon20190330 16052400000'],0.494,0.506,0.0
145,['RU really THAT stupid Are UR followers THAT stupid Yep Not how it works realDonaldTrump Maybe talk to an engineeror while in the Great Lakes area visit MeadowLakeWindFarm Those windmills are keeping farmers solvent despite your soybean tradewar  20190330 16040700000'],0.148,0.725,0.127
146,['As Huawei Hits 100 Billion Revenue Chairman Said The US Has Losers Attitude  Table Manners Problem    China UnitedStates USA TradeWar Mobile Technology TechNews Hacking Spying 5G Leadership Competition DonaldTrumppictwittercomLzyjkP0iY420190330 16022700001'],0.179,0.821,0.0
147,['Republicans are blocking the release of the MuellerReport defunding the Special Olympics to pay for millionaire tax cuts providing farmers w more handouts bc of their stupid trade war  suing to take healthcare away from millions of Americans What a mess youve made20190330 16010700000'],0.33,0.62,0.049
148,['USChina trade war imperils Amazon forest experts warn  15561700000'],0.408,0.462,0.131
149,['It was indeed a UK idea May has been so crap at party management and negotiations that shes ruined it for UK and EU Hopefully we can yank it to Norway and stop a nascent trade war20190330 15490700000'],0.191,0.684,0.125
150,['Maybe they should have considered the impacts of a global trade war20190330 15482800000'],0.0,1.0,0.0
151,['More money may be coming via trade war tariffsand its not just from China  pictwittercomsosQ487wB320190330 15473200000'],0.206,0.794,0.0
152,['Had realDonaldTrump not mistakenly started a trade war Ford could have made more profits Had realDonaldTrump not been continuously golfing during his FakeNationalEmergency the USA debt would be lower Had realDonaldTrump not become President everything would be just fine20190330 15465200000'],0.18,0.713,0.107
153,['summ up tonights debate if you want something change happen to Indonesia suddenly Go ahead choose Prabowo He shows a lot of anger tonight Dunno what itll lead us someday Trade war maybe ever seen the impacts of USChina Trade war to our currency and stock yeah right20190330 15445300000'],0.198,0.741,0.06
154,['Yes  thats what happens when most of your trade is with EEA and it suffers as UK hasis from external factors like USChina trade war  were tiny cf either of them or EU which is why as well as for neolibs lowtaxpub svcs dream were subservient to US in FTA degn20190330 15440100000'],0.116,0.776,0.109
155,['More money may be coming via trade war tariffsand its not just from China  pictwittercomN2000ImYim20190330 15422100000'],0.206,0.794,0.0
156,['More money may be coming via trade war tariffsand its not just from China  pictwittercom9NF0IjJLy020190330 154100000022'],0.206,0.794,0.0
157,['all of this retesting depends on earnings season next month followed by the trade war guidances have been lowered so well see20190330 15360500000'],0.192,0.711,0.097
158,['Huawei dy chairman defended its commitment 2 security on Fri after a stinging Britishgovt report added 2 western pressure on company by accusing it of failing 2 repair dangerous flaws in its telecom technology It announced last years sales surpassed 100bn despite tradewar20190330 15335100000'],0.209,0.69,0.101
159,['After promising his skills as a businessman and dealmaker would make Americas trade deficits with other countries a thing of the past Trump started a multifront trade war with many of our biggest trading partners Our trade deficits have now hit record highs on his watch20190330 15334300000'],0.08,0.864,0.056
160,['Trumps Trade War is now bearing its fruits just in time for a Recession to hit during an Election Year20190330 15300200002'],0.271,0.729,0.0
161,['You are the do nothing potus You havent done a single thing since in office Healthcare Wallborder North Korea Russia interference Trade war NAFTA Middle class pay NATO Opioid crisis Racism Unity The right just talks about mediademsconspiracies They dont do anything20190330 15295000000'],0.262,0.738,0.0
162,['Fed kept inflation to 15 which is a good thing for consumers The GDP ended the year at 29 with 4th quarter being only 22 The economic problems are many but lower consumer spending  trade war with China are 2 main issues20190330 15260400001'],0.204,0.756,0.04
163,['Truth Reality Fact OpTrump TrumpEffects TradeWAR Economy Resession  US consumers spending soft inflation benign as economy slows  Reuters   FUCKTrump GOP ShinyObjects ShockDoctrine FUCKThem LIARS all of them20190330 15243400001'],0.127,0.802,0.071
164,['Yes and Trumps trade war is destroying farmers20190330 15230100000'],0.517,0.483,0.0
165,['There are no coincidences Trade war supply chain reorientation Syria XL Keystone Pipeline NATO US introducing military gear from its old skunk works bprojects ECB preventing Italy from managing its gold flows attacks on Huawei etc Global Systems War Whats next move20190330 15182400000'],0.269,0.731,0.0
166,['US tried a trade war with the EU and backed down Who says Americans are dumb20190330 15152500000'],0.205,0.737,0.058
167,['Mexico is winning the trade war as well and do not have the capacity to stop the flow of people given their internal problems We cannot find all illegals how can they20190330 15075300000'],0.208,0.662,0.13
168,['Trade war has begunsoon the real war will kick in and we are in the middle of the warzone d u realize it DebatPilpres2019 01CapresPendustaAbadi PrabowoMenangDebat20190330 15005400000'],0.253,0.747,0.0
169,['UK business investment slide but trade war optimism boosts stocks  business live  15001600000'],0.232,0.434,0.334
170,['Your party is blocking the release of the MuellerReport defunding the Special Olympics to pay for millionaire tax cuts providing farmers w more handouts bc of their stupid trade war  suing to take healthcare away from millions of Americans This is the real you20190330 14583500001'],0.274,0.632,0.095
171,['Why didnt you release it when you had a chance You know that 2 years running everything I known you and the GOP were too interested in cutting taxes for your biz buddies that exploded the deficit and the Trump trade war that has attacked farmers and exploded trade deficit20190330 14550400000'],0.192,0.727,0.081
172,['Sure it was Thats why the tea party president has exploded the deficit despite or more likely to facilitate a booming economy And taken bank bailouts to midwest farmers due to his insipid trade war FRAUD20190330 14534100000'],0.217,0.722,0.061
173,['Trump trade war victories follow Mueller nothingburger   MAGA Teaparty PJNET CCOT20190330 14524900000'],0.262,0.738,0.0
174,['USChina trade war imperils Amazon forest experts warn  amazonrainforest20190330 14322800000'],0.379,0.5,0.121
175,['The Fed along with many outside economists sees economic growth slowing in 2019 as the effects of Trumps tax cuts fade and as his trade war and weaker growth in Europe and in China contribute to a slowdown20190330 14294700000'],0.191,0.699,0.11
176,['Report Minnesota farm income lowest in 23 years TradeWar  20190330 14251800000'],0.206,0.794,0.0
177,['How many billions in government subsidies have been paid out to compensate for Trumps trade war with China20190330 14240200000'],0.178,0.822,0.0
178,['Could a trade war with the EU cripple the UK Asking for a friend20190330 14203600000'],0.245,0.755,0.0
179,['Stop the Trump GOP Tariffs and Trade War Ken Read Then join Democratic efforts to bring America back to free trade  20190330 14172800001'],0.133,0.68,0.187
180,['Cramer Remix Forget the stocks caught in the trade war crossfire tradewar  via cannabis  colortheory via TylerTheTyler cannabisstocks  positivestocks  semprevitoriosopictwittercomkHSy3hDOu920190330 14120400000'],0.234,0.766,0.0
